PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
f,,,,AhAs2s3h,50|-50,sturc.martin.3,DeepStack 
r300r900c,r1800c,r5400f,,JsKs4h5hQc4s8dKh,1800|-1800,DeepStack,sturc.martin.3 
r300r900f,,,,TdAc4h7c,300|-300,sturc.martin.3,DeepStack 
r300r600c,cr1200f,,,JcAh7dQd4d6d7c,-600|600,DeepStack,sturc.martin.1 
r200c,cr500r1500f,,,Kc3dQd6cQcThTc,500|-500,DeepStack,sturc.martin.3 
r200f,,,,8h4d9h7h,-100|100,sturc.martin.1,DeepStack 
r300f,,,,2c3hAsQs,-100|100,DeepStack,sturc.martin.1 
f,,,,As3c4c2d,50|-50,sturc.martin.3,DeepStack 
r300c,k,k,cr900f,5sAs2sQsKc9cQh8h6d,-300|300,sturc.martin.1,DeepStack 
r300f,,,,3cKs5s3s,-100|100,DeepStack,sturc.martin.3 
cr500f,,,,Ks3c5d9h,100|-100,sturc.martin.3,DeepStack 
r300f,,,,2d4h8d7d,-100|100,DeepStack,sturc.martin.3 
r300r900c,r1900f,,,KhAd3c2c8hAs9c,900|-900,sturc.martin.3,DeepStack 
r300r900c,r1800f,,,KsTsJcTc4dQs6h,900|-900,DeepStack,sturc.martin.1 
r300r900c,r1800c,cr4500f,,TsQs4hKc9hKs8hKh,-1800|1800,DeepStack,sturc.martin.3 
r300f,,,,2dJs7d9h,-100|100,sturc.martin.1,DeepStack 
r300c,k,k,k,Ah3s2dKcTc4s5s9d3d,300|-300,DeepStack,sturc.martin.1 
r300c,k,k,k,Ah4d8s5sQc3c8c9s3d,-300|300,sturc.martin.3,DeepStack 
r300r900r20000f,,,,5d2dKhAd,-900|900,sturc.martin.1,DeepStack 
r200f,,,,9c4hTs5d,-100|100,DeepStack,sturc.martin.3 
f,,,,2c7c5s3c,50|-50,DeepStack,sturc.martin.1 
r300f,,,,8c2s6h5d,-100|100,sturc.martin.3,DeepStack 
cr500r1500f,,,,Kc5hAcAs,-500|500,sturc.martin.1,DeepStack 
r200c,k,cr500c,cr700c,7h5c2c6c5s9dQc3c6s,-700|700,DeepStack,sturc.martin.3 
r300f,,,,8h5s7dJd,-100|100,DeepStack,sturc.martin.1 
cr500c,r1000c,r2200c,r4900c,JhTdJcKh9d6dQhKc9h,4900|-4900,sturc.martin.1,DeepStack 
f,,,,Qd8c3s9c,50|-50,sturc.martin.3,DeepStack 
r200c,cr400c,k,r800f,6dTsJh5d6hAcAd7h3d,400|-400,DeepStack,sturc.martin.3 
r300c,cr600f,,,7dAh5dQhKd2s5h,-300|300,DeepStack,sturc.martin.1 
f,,,,QdTc8h2d,50|-50,sturc.martin.3,DeepStack 
r300c,cr600f,,,Jh3hQsKcAs9c8c,-300|300,DeepStack,sturc.martin.3 
cr500f,,,,TsKsJs6h,100|-100,sturc.martin.1,DeepStack 
r300f,,,,4dKsJsQc,-100|100,DeepStack,sturc.martin.1 
r300r900f,,,,5h8hJs6c,300|-300,sturc.martin.3,DeepStack 
r300c,k,k,k,9cQh5dKhAs7c4cKc9h,-300|300,sturc.martin.1,DeepStack 
r200f,,,,9d2hQc7s,-100|100,DeepStack,sturc.martin.3 
cr500c,r1000f,,,6c7sQdJc6sAd3s,500|-500,sturc.martin.3,DeepStack 
r300c,k,r600f,,6d7c2sQs6c9h6h9c,300|-300,DeepStack,sturc.martin.1 
r200c,k,cr400c,k,4hKcJdTsAc2c7cKh9s,400|-400,DeepStack,sturc.martin.3 
cr500c,k,cr1500f,,2hAd7sKs3cJdQs3s,-500|500,sturc.martin.1,DeepStack 
r200f,,,,5c2s8d9s,-100|100,sturc.martin.3,DeepStack 
r300f,,,,8c6hJsAd,-100|100,DeepStack,sturc.martin.1 
r200c,cr500f,,,9d5d2sTc4c8sTd,-200|200,DeepStack,sturc.martin.3 
f,,,,5s4c9c2d,50|-50,sturc.martin.1,DeepStack 
r300c,cr600r1200c,k,r3600c,Js7s5s4s7d3sQs5cKs,3600|-3600,DeepStack,sturc.martin.1 
r200r800c,r1600c,k,cr3200f,Ad8dTsJsAh2hQh8hJh,-1600|1600,sturc.martin.3,DeepStack 
r200f,,,,Tc6s9s2s,-100|100,sturc.martin.1,DeepStack 
r300r600c,k,k,cr1200c,Ad9cKs9s8sJh9dTh9h,1200|-1200,DeepStack,sturc.martin.1 
r300f,,,,7h2sQdAc,-100|100,DeepStack,sturc.martin.3 
f,,,,Ac3s9c2s,50|-50,sturc.martin.3,DeepStack 
f,,,,8s3s9d2c,50|-50,DeepStack,sturc.martin.3 
k,k,k,r700f,4h7cQsQdKd8d5c4c6d,100|-100,sturc.martin.1,DeepStack 
cr500f,,,,8d8s3cKd,100|-100,sturc.martin.3,DeepStack 
r300f,,,,7h4d4s8s,-100|100,DeepStack,sturc.martin.3 
r300f,,,,Jd3h4sTs,-100|100,DeepStack,sturc.martin.1 
r200c,k,k,cr600f,Qs4dTh3h2c9cKc6s2s,-200|200,sturc.martin.3,DeepStack 
k,r200f,,,4s9d4hJs6c8s9s,100|-100,sturc.martin.1,DeepStack 
r300c,k,k,r1500f,QcTsKd8cAc6dAs8sTh,300|-300,DeepStack,sturc.martin.1 
r300f,,,,Js6c4cAd,-100|100,DeepStack,sturc.martin.3 
r200r700r2100f,,,,5h7cJhKc,-700|700,sturc.martin.3,DeepStack 
r300c,cr600c,k,r1200f,Ts8dQsJhAh8s7d4dTd,600|-600,sturc.martin.1,DeepStack 
r300r900r2400f,,,,AsTc8sAd,-900|900,DeepStack,sturc.martin.1 
r300f,,,,2h8h9d2d,-100|100,sturc.martin.1,DeepStack 
r300f,,,,Ts2hQsKc,-100|100,DeepStack,sturc.martin.1 
r300f,,,,6c2d4h3s,-100|100,sturc.martin.1,DeepStack 
r300c,k,r900f,,7d9hKs5hAd8hJs2c,300|-300,DeepStack,sturc.martin.1 
r300c,r600f,,,Th2h4h6hJh9cKc,300|-300,DeepStack,sturc.martin.3 
r300r900c,k,k,cr1800f,AcJd7hAs8dKc7s9d7c,-900|900,sturc.martin.1,DeepStack 
r300f,,,,4c6sQc7d,-100|100,sturc.martin.3,DeepStack 
r300c,cr750c,cr1875c,cr3875f,7s9cJcQs8sJd4c9h4s,-1875|1875,DeepStack,sturc.martin.3 
r300f,,,,9d5h8s6c,-100|100,DeepStack,sturc.martin.1 
cr500c,k,k,k,8h8cAs9dJdQh7hJc6h,500|-500,sturc.martin.1,DeepStack 
f,,,,TsAc7h2d,50|-50,sturc.martin.3,DeepStack 
r200r600c,cr1200c,k,k,AhQd7s8c8sJs3h9c6d,-1200|1200,DeepStack,sturc.martin.3 
r300c,k,r600f,,9sJd6sKh9h5c4s5d,300|-300,DeepStack,sturc.martin.1 
r300f,,,,2h4dTcQc,-100|100,sturc.martin.1,DeepStack 
r200c,cr400f,,,5s8sAs3c3d3h2s,-200|200,sturc.martin.3,DeepStack 
r300c,cr700c,cr1600c,cr3300f,9h7dQcQdTd2h9d5h3h,-1600|1600,DeepStack,sturc.martin.1 
f,,,,3hJd3cTs,50|-50,DeepStack,sturc.martin.3 
r300r900c,k,k,k,9dAc8c8sJdThQh3hAh,900|-900,sturc.martin.3,DeepStack 
r300c,r600r1200f,,,8s9h3d6dKd4h2s,-600|600,sturc.martin.1,DeepStack 
r300f,,,,4hJsKhQd,-100|100,DeepStack,sturc.martin.1 
r200f,,,,9c2c5sAs,-100|100,sturc.martin.1,DeepStack 
r200c,cr400r800c,cr1800f,,Ks5dAcQh2d5hAd7h,-800|800,DeepStack,sturc.martin.3 
r300r900c,cr1800f,,,Ac9c5c6cKh2d4d,-900|900,DeepStack,sturc.martin.1 
r300f,,,,5s9h9dAd,-100|100,sturc.martin.1,DeepStack 
r300f,,,,9h4sQcKd,-100|100,sturc.martin.3,DeepStack 
r300f,,,,Kd4s9c7c,-100|100,DeepStack,sturc.martin.1 
r200r600c,r1200c,k,k,TsJc2sAsJdAc9h8s3c,-1200|1200,DeepStack,sturc.martin.3 
k,cr300f,,,5h7s2hTd4c9dJd,-100|100,sturc.martin.1,DeepStack 
r300f,,,,4cTh6d2d,-100|100,DeepStack,sturc.martin.1 
r300r900c,r1700f,,,Kh5d5c6cAc4hTh,900|-900,sturc.martin.1,DeepStack 
r300f,,,,4h8dKs2s,-100|100,sturc.martin.3,DeepStack 
r200r600r1600r20000f,,,,AdAh3h6h,1600|-1600,DeepStack,sturc.martin.3 
r300c,k,r600f,,8sJh4sKd9h3hTd8h,300|-300,DeepStack,sturc.martin.1 
cr500f,,,,Kh7h3cTh,100|-100,sturc.martin.3,DeepStack 
r300f,,,,9s2sKdJh,-100|100,sturc.martin.1,DeepStack 
r200c,cr400c,cr900f,,9cAd6s9s5s8h7cQs,-400|400,DeepStack,sturc.martin.3 
f,,,,Kc6s5h2c,50|-50,DeepStack,sturc.martin.1 
r200c,cr600r1400f,,,6d8c3h4c6h8sKs,600|-600,sturc.martin.1,DeepStack 
cr500f,,,,TcQhJh3c,100|-100,sturc.martin.3,DeepStack 
f,,,,Td5dTc2h,50|-50,DeepStack,sturc.martin.3 
f,,,,9dAc4d3h,50|-50,DeepStack,sturc.martin.1 
f,,,,4hJc7h3d,50|-50,sturc.martin.3,DeepStack 
r200r600f,,,,AdQd4s2d,200|-200,DeepStack,sturc.martin.3 
r300f,,,,9c5dAc8c,-100|100,sturc.martin.1,DeepStack 
f,,,,6c8c6s2d,50|-50,DeepStack,sturc.martin.1 
r200r600c,r1200f,,,KsJd3s4s2dTs7h,600|-600,sturc.martin.1,DeepStack 
cr500r1500f,,,,7s5c8cAs,-500|500,sturc.martin.3,DeepStack 
r300c,r900c,r2700c,r8100r19999r20000c,7s3sAc3d3cQd3hAd7h,-20000|20000,DeepStack,sturc.martin.1 
r300f,,,,5s2h6c5c,-100|100,DeepStack,sturc.martin.3 
r200f,,,,4h2c2hTh,-100|100,sturc.martin.3,DeepStack 
cr500f,,,,9c8hTd7h,100|-100,sturc.martin.1,DeepStack 
r300c,k,k,r600r1100c,Ac2sJhAh5s3h6c8cAs,-1100|1100,DeepStack,sturc.martin.1 
r300c,k,r900f,,KcJd7dAdJc9c5d4c,300|-300,DeepStack,sturc.martin.3 
r300f,,,,3hTsQh6c,-100|100,sturc.martin.3,DeepStack 
r300r900c,cr2700c,cr8100f,,8d6h3h5hAc8h3c9d,-2700|2700,sturc.martin.1,DeepStack 
r300f,,,,8h5d3h4c,-100|100,DeepStack,sturc.martin.3 
r200r800f,,,,QdTd4d3s,200|-200,sturc.martin.3,DeepStack 
r300f,,,,8d3c6hAc,-100|100,DeepStack,sturc.martin.3 
r300r900f,,,,QdKc2cKd,300|-300,DeepStack,sturc.martin.1 
r300f,,,,8c4d9hJh,-100|100,sturc.martin.3,DeepStack 
f,,,,4sAc3h8s,50|-50,sturc.martin.1,DeepStack 
f,,,,2sJh5s3h,50|-50,DeepStack,sturc.martin.1 
r300f,,,,Qd2h9c8d,-100|100,DeepStack,sturc.martin.3 
f,,,,Tc3d4s2c,50|-50,sturc.martin.1,DeepStack 
r300c,k,k,r600c,Jc4d7hTcAcTsJsAh3h,600|-600,sturc.martin.3,DeepStack 
r300f,,,,5cJd2cQd,-100|100,DeepStack,sturc.martin.1 
r200c,k,k,k,2d2h8s8dTs5s3sJdAc,-200|200,sturc.martin.1,DeepStack 
r300r900c,cr2000c,cr4300r20000f,,6h6dAhJh5h8hQd6s,4300|-4300,DeepStack,sturc.martin.3 
r300f,,,,3c8d4s6c,-100|100,DeepStack,sturc.martin.1 
r200c,k,k,k,5s5dThAd3s6c8hKdJc,200|-200,sturc.martin.1,DeepStack 
r300f,,,,Js3h4cAs,-100|100,DeepStack,sturc.martin.1 
r300c,cr900f,,,QsJc3dQd5d9dKh,-300|300,sturc.martin.1,DeepStack 
f,,,,5dAd3s9d,50|-50,DeepStack,sturc.martin.1 
k,cr300r700c,r1400c,r3000c,Tc2c9dJc7c8h9c2hQc,3000|-3000,sturc.martin.1,DeepStack 
r300f,,,,3hJdKsAh,-100|100,DeepStack,sturc.martin.1 
r300f,,,,Th2dKs3h,-100|100,sturc.martin.1,DeepStack 
f,,,,5cKs8c4s,50|-50,DeepStack,sturc.martin.1 
r200f,,,,7c4hJd5h,-100|100,sturc.martin.3,DeepStack 
r200f,,,,3c2s6cAs,-100|100,sturc.martin.1,DeepStack 
r300c,k,r600c,r1200c,TdQh6cQdQc8sAdJc5s,1200|-1200,DeepStack,sturc.martin.3 
r300r900r2400c,k,cr3600f,,8sTsAd2c2d5d7c3s,-2400|2400,DeepStack,sturc.martin.1 
cr500f,,,,5sKh8h5c,100|-100,sturc.martin.3,DeepStack 
f,,,,7d4s2c3h,50|-50,DeepStack,sturc.martin.3 
r300c,k,k,cr900f,4d5cAdJs4cAh3h8h6c,-300|300,sturc.martin.1,DeepStack 
k,cr200c,k,cr400c,8s2hTsQc3d8hJc4hTh,-400|400,sturc.martin.3,DeepStack 
r300f,,,,2cTsQh8d,-100|100,DeepStack,sturc.martin.3 
f,,,,QcKhTd6c,50|-50,DeepStack,sturc.martin.1 
r200c,cr600c,cr1200f,,JhQhAdTh5cTcAs7c,-600|600,sturc.martin.1,DeepStack 
r300c,k,k,r600c,2d3s7cAsKhTc6hJs7s,-600|600,sturc.martin.3,DeepStack 
r300c,k,k,cr700r3500f,Ks9h3sJs9d8c6d9sAh,700|-700,DeepStack,sturc.martin.1 
cr500f,,,,Ks4cQh2d,100|-100,sturc.martin.1,DeepStack 
r300f,,,,4c2dTs9h,-100|100,DeepStack,sturc.martin.1 
r300c,k,k,k,8hAs9s8s8dJd6cQcKs,300|-300,sturc.martin.1,DeepStack 
r300f,,,,4c3d9c8c,-100|100,DeepStack,sturc.martin.1 
cr500f,,,,Ad8cTc4d,100|-100,sturc.martin.1,DeepStack 
r300f,,,,Ts2dJcKc,-100|100,DeepStack,sturc.martin.1 
r300c,k,k,cr900f,2cKcTh7h7s6s3dTsQc,-300|300,sturc.martin.1,DeepStack 
r300c,cr600c,k,cr2400f,6sKcTs8s8d6d5s7sQs,-600|600,DeepStack,sturc.martin.1 
k,k,k,cr300f,7d5hQs3h6dQc9d7cTc,-100|100,sturc.martin.1,DeepStack 
r300f,,,,2dQc4d5h,-100|100,DeepStack,sturc.martin.1 
r200f,,,,2s4d9sJh,-100|100,sturc.martin.1,DeepStack 
r300c,cr600f,,,4s8s4hTh5d2c9d,-300|300,DeepStack,sturc.martin.1 
r200r700f,,,,9s6s8sQh,200|-200,sturc.martin.1,DeepStack 
r300c,cr600r1200f,,,7d5d5h5sTs3d2d,600|-600,DeepStack,sturc.martin.1 
r200r600c,r1200c,k,k,4hAsKh7s2d7d4cJd5h,-1200|1200,sturc.martin.1,DeepStack 
f,,,,4hTh5d9h,50|-50,DeepStack,sturc.martin.1 
r300f,,,,3h2dAc5d,-100|100,sturc.martin.1,DeepStack 
r300f,,,,5c9h3hAs,-100|100,DeepStack,sturc.martin.1 
r300r900r2700f,,,,As4cKhKc,-900|900,sturc.martin.1,DeepStack 
r300c,k,cr500f,,Kh5sKsAc4h8c3s8h,-300|300,DeepStack,sturc.martin.1 
r300f,,,,2dTcJs6c,-100|100,sturc.martin.1,DeepStack 
r300r900c,k,cr1800c,cr4500f,7s7dKs9dJc2hQh8dJd,-1800|1800,DeepStack,sturc.martin.1 
r300f,,,,Jd7h6sAs,-100|100,DeepStack,sturc.martin.3 
r300c,cr600c,cr1800f,,5s7hKh9dKc5cTs6s,-600|600,sturc.martin.3,DeepStack 
cr500f,,,,8hTd9d4c,100|-100,sturc.martin.1,DeepStack 
r300f,,,,5c8h9h6d,-100|100,DeepStack,sturc.martin.1 
f,,,,KsTdJs3d,50|-50,DeepStack,sturc.martin.3 
k,cr300f,,,5h7c2c2dTdJdAd,-100|100,sturc.martin.1,DeepStack 
r300f,,,,2sTc6d6c,-100|100,sturc.martin.3,DeepStack 
r300c,k,k,r600r20000f,JhQsQdAdAhQcAcTc3s,-600|600,DeepStack,sturc.martin.3 
r300f,,,,Kh3s6d5c,-100|100,DeepStack,sturc.martin.1 
r300c,cr900f,,,As2h3dJd3cJcKd,-300|300,sturc.martin.1,DeepStack 
r300f,,,,9h4c6s7s,-100|100,sturc.martin.3,DeepStack 
r300c,k,r900c,r4500f,Kc5sQd7cAc9c8c6d2d,900|-900,DeepStack,sturc.martin.3 
f,,,,KdKh2h4d,50|-50,DeepStack,sturc.martin.1 
r300f,,,,6s4cKsQh,-100|100,sturc.martin.1,DeepStack 
r300c,cr600c,cr1300f,,Ks2sAsKhQs6hAc9h,-600|600,DeepStack,sturc.martin.1 
r300c,k,k,k,Ac5d6d7dQhJs3c9s7h,-300|300,sturc.martin.3,DeepStack 
r300r900f,,,,9sKh2dKs,300|-300,sturc.martin.1,DeepStack 
r300c,k,k,r600c,4s9s5c4d3sJhQh5hJs,-600|600,DeepStack,sturc.martin.1 
r300f,,,,3s8cQc9h,-100|100,DeepStack,sturc.martin.3 
r200c,r400c,r1000f,,Js2s6hQc8hJh5hTs,400|-400,sturc.martin.3,DeepStack 
cr500f,,,,8s8h5c3s,100|-100,sturc.martin.1,DeepStack 
r300c,k,k,cr900f,4cAsJh6c9d5h6s9c9h,-300|300,DeepStack,sturc.martin.3 
r300f,,,,Tc6h6dAd,-100|100,DeepStack,sturc.martin.1 
r300c,cr900c,k,cr2700c,Ah8s7s4d6d8c5s4c3s,-2700|2700,sturc.martin.1,DeepStack 
k,cr200c,cr600f,,9c2s4c3sTcQc7c4h,-200|200,sturc.martin.3,DeepStack 
r300f,,,,5d2sJcKs,-100|100,DeepStack,sturc.martin.1 
cr500c,cr1000f,,,As9s7h6cQh7d5h,-500|500,sturc.martin.1,DeepStack 
r300f,,,,Ts2c9cTd,-100|100,DeepStack,sturc.martin.3 
f,,,,Td8s2s9c,50|-50,DeepStack,sturc.martin.1 
r300r900c,r1800c,r4500c,k,7s8c4cAc2c5h4s7c9h,4500|-4500,sturc.martin.3,DeepStack 
cr500f,,,,Ks2sTh3d,100|-100,sturc.martin.1,DeepStack 
f,,,,5sTd3c9s,50|-50,DeepStack,sturc.martin.1 
r300c,cr900f,,,As7sAh9cJhTdKc,-300|300,sturc.martin.1,DeepStack 
r300f,,,,4c9d5hTh,-100|100,DeepStack,sturc.martin.3 
r300c,k,r600c,k,7h6sQhAh3h9c5dTc6d,600|-600,DeepStack,sturc.martin.1 
r200f,,,,2dThQdJd,-100|100,sturc.martin.3,DeepStack 
r300c,k,k,k,QsTcAd9sKc7s5d9hJs,300|-300,sturc.martin.1,DeepStack 
r300c,k,k,k,6sKh3sAd8h6d2d4hJc,300|-300,DeepStack,sturc.martin.3 
r300c,k,r600c,k,7d9c4hAs8s9d9hJh3h,600|-600,DeepStack,sturc.martin.1 
r300f,,,,2cJh5h4d,-100|100,sturc.martin.3,DeepStack 
r300c,k,k,k,7dKc7hJd4hAh8cKh7s,300|-300,DeepStack,sturc.martin.3 
cr500c,r1000f,,,Ah2dKd3d7sAc8c,500|-500,sturc.martin.1,DeepStack 
f,,,,4d2s6dJc,50|-50,DeepStack,sturc.martin.1 
r200c,k,k,k,6c7dJc8sJs4h3sKsAd,-200|200,sturc.martin.1,DeepStack 
r300c,k,cr600f,,6c9cKh8c3d8sTs8h,-300|300,sturc.martin.3,DeepStack 
r300c,k,k,k,Js7dJdTdKc2hQcTc8h,-300|300,DeepStack,sturc.martin.1 
cr500c,k,r1000c,r2250c,QcQsAc9h9sTsKc6dKh,2250|-2250,sturc.martin.1,DeepStack 
r200c,k,r400f,,6dJs5dQs6h2cJd4d,200|-200,DeepStack,sturc.martin.3 
r300f,,,,4cKh4hQh,-100|100,sturc.martin.3,DeepStack 
r300c,cr600c,cr1000c,k,KsTdQs8dAcAs5cQh6h,-1000|1000,DeepStack,sturc.martin.1 
r300c,cr600f,,,Ac4d3c2cJcTs8s,-300|300,DeepStack,sturc.martin.3 
r300f,,,,7s3hAcAh,-100|100,sturc.martin.3,DeepStack 
r300f,,,,9h4dQd9d,-100|100,sturc.martin.1,DeepStack 
r300f,,,,3dThTdQs,-100|100,DeepStack,sturc.martin.3 
r300r900c,r1800f,,,JcAh9sTs2hAc6c,900|-900,DeepStack,sturc.martin.1 
r300c,cr900f,,,8h9s9cKsKhQh9d,-300|300,sturc.martin.3,DeepStack 
r300f,,,,8s3h5h4h,-100|100,sturc.martin.1,DeepStack 
r300r900c,r1800f,,,QsAcTh9d4dAh5d,900|-900,DeepStack,sturc.martin.3 
r300f,,,,Ks2h2sKd,-100|100,DeepStack,sturc.martin.1 
r300c,k,r700c,r1750f,Qd8cAc3dQc8hTc7c5d,700|-700,sturc.martin.1,DeepStack 
f,,,,3sJc5h9s,50|-50,DeepStack,sturc.martin.1 
cr500f,,,,2dJd4dTc,100|-100,sturc.martin.3,DeepStack 
cr500c,cr1000f,,,7dKc5d9dJh8d2c,-500|500,sturc.martin.1,DeepStack 
r300f,,,,Td3c6s7s,-100|100,DeepStack,sturc.martin.3 
r300c,k,k,k,5s7c7s4d5dAs4h8s9s,300|-300,sturc.martin.3,DeepStack 
f,,,,5c8s7s2d,50|-50,DeepStack,sturc.martin.1 
cr500f,,,,Jh5hJd3c,100|-100,sturc.martin.1,DeepStack 
r300c,cr700f,,,Ac9sTcTh2d7d6c,-300|300,DeepStack,sturc.martin.1 
f,,,,5dKc3s9h,50|-50,DeepStack,sturc.martin.3 
k,k,k,k,4s7h9d3sTh9cKd2c7s,-100|100,sturc.martin.3,DeepStack 
k,k,r200c,cr600c,Th6c9hJcTd7dJs5d9c,-600|600,sturc.martin.1,DeepStack 
r300c,k,k,k,6sKd4sAh5c8cQs5hKc,300|-300,DeepStack,sturc.martin.3 
r300f,,,,3s2h5h7h,-100|100,DeepStack,sturc.martin.1 
k,r300c,r500c,k,5s8h5c9d5d2d4sKcQs,-500|500,sturc.martin.1,DeepStack 
r300f,,,,3s6cQsAs,-100|100,sturc.martin.3,DeepStack 
f,,,,JsJd5h3d,50|-50,DeepStack,sturc.martin.3 
k,cr200r400c,r1200f,,2s7h2h3h2dTh5s6s,400|-400,DeepStack,sturc.martin.1 
cr500f,,,,7sJs3dTc,100|-100,sturc.martin.3,DeepStack 
r300c,k,k,r600f,Td8hQd7h4sKcJhJs8s,300|-300,DeepStack,sturc.martin.3 
r300r900f,,,,7c3c2hKd,300|-300,sturc.martin.1,DeepStack 
r300c,k,k,r600f,Kd2d4hQcKsAhQdAcJs,300|-300,DeepStack,sturc.martin.1 
r300c,k,k,k,7sJc9sJdKhAd3h2sKd,-300|300,sturc.martin.3,DeepStack 
cr300r900c,k,r1800r3600f,,8s7d2d2c5dTs3cTc,-1800|1800,sturc.martin.1,DeepStack 
r300f,,,,6cQhJd6s,-100|100,DeepStack,sturc.martin.3 
r300r900f,,,,AcTd7dTh,300|-300,sturc.martin.3,DeepStack 
r300r900c,cr2250f,,,5s5dAh5h8sKh7h,-900|900,DeepStack,sturc.martin.3 
r300c,k,k,k,5hKdAh9cTcJs4cTs6c,-300|300,DeepStack,sturc.martin.1 
k,cr300f,,,Jh3dJd6dTh4s2h,-100|100,sturc.martin.3,DeepStack 
f,,,,2dQh3c7h,50|-50,sturc.martin.1,DeepStack 
r300f,,,,2s4c9sKd,-100|100,DeepStack,sturc.martin.1 
r200c,k,k,k,Qd7c2dJd2sAh6h4s3c,-200|200,sturc.martin.1,DeepStack 
r300f,,,,6d8sJsQh,-100|100,DeepStack,sturc.martin.3 
r300c,k,k,cr600f,Th9sQcQhKsAc7h2cJd,-300|300,sturc.martin.3,DeepStack 
r300c,cr600c,k,k,JdKs5s2s7s3c2hKc6s,600|-600,DeepStack,sturc.martin.1 
r300f,,,,3sJc5hAd,-100|100,DeepStack,sturc.martin.3 
r300r900c,r2000f,,,JcAc8sAsJd7h2c,900|-900,sturc.martin.3,DeepStack 
cr500c,cr1000f,,,9sTd7cJcQdAh9c,-500|500,sturc.martin.1,DeepStack 
f,,,,5h2d3d7c,50|-50,DeepStack,sturc.martin.3 
r300f,,,,5d9cKd9s,-100|100,DeepStack,sturc.martin.1 
cr500c,k,k,r1250f,ThKc2h2d4dAcTs3d6c,500|-500,sturc.martin.3,DeepStack 
r300c,k,r750c,r1500c,9cKs6c9h9dKhJd6d8s,1500|-1500,sturc.martin.1,DeepStack 
r300c,k,r600f,,8c9sQs2d7s8dAc3h,300|-300,DeepStack,sturc.martin.1 
f,,,,JdQsTc5d,50|-50,DeepStack,sturc.martin.3 
r300r900f,,,,QsKd7hQc,300|-300,sturc.martin.1,DeepStack 
r200c,k,k,k,Ks7d6hTd3hQs2d6s5s,-200|200,sturc.martin.3,DeepStack 
r300f,,,,2cKh8d3d,-100|100,DeepStack,sturc.martin.1 
cr500c,k,k,k,7h9hTh9sTd6sJs2dAd,-500|500,sturc.martin.1,DeepStack 
f,,,,4dAh9s4h,50|-50,DeepStack,sturc.martin.3 
r200r700c,r1400c,k,k,ThKd8s5s5cJdJcKhAd,1400|-1400,sturc.martin.3,DeepStack 
r300c,k,cr500c,k,9sAcJcAd3sQh4d7s2h,-500|500,DeepStack,sturc.martin.1 
f,,,,4hQc7h4c,50|-50,DeepStack,sturc.martin.3 
r300c,cr600f,,,3d7sQhKd8dAs8h,-300|300,sturc.martin.3,DeepStack 
cr500c,r1100c,r2600c,k,3d9d6h6sQc5s2d4c9s,2600|-2600,sturc.martin.1,DeepStack 
r300f,,,,3s2h6s7c,-100|100,DeepStack,sturc.martin.3 
cr500f,,,,9sQc3d6h,100|-100,sturc.martin.3,DeepStack 
r300r900f,,,,9d9cKc7d,300|-300,DeepStack,sturc.martin.1 
r300f,,,,Ks2h9s7c,-100|100,DeepStack,sturc.martin.3 
r300f,,,,4sJc7h5h,-100|100,sturc.martin.1,DeepStack 
f,,,,7d3c8h2c,50|-50,sturc.martin.3,DeepStack 
r300c,cr600c,cr1300r2600f,,JhQc7hKdQh3s3h4d,1300|-1300,DeepStack,sturc.martin.3 
r300f,,,,5sJc5dAc,-100|100,DeepStack,sturc.martin.1 
cr500f,,,,Ah2s5hKs,100|-100,sturc.martin.1,DeepStack 
r300c,r600r1200c,r3600f,,Ts8dJs4s4h9cJc9s,1200|-1200,DeepStack,sturc.martin.1 
r300c,k,k,k,Kd8sAh2c7d8h9d5cTh,300|-300,sturc.martin.3,DeepStack 
r200c,k,k,k,7d7s4sAcTcKh2hQcQd,200|-200,sturc.martin.1,DeepStack 
r200r600c,r1800c,k,k,2d2h3dKcKs6c6dJs7c,-1800|1800,DeepStack,sturc.martin.3 
r300c,cr600c,k,k,7sKh6dQhKs5d2s9d9h,600|-600,DeepStack,sturc.martin.1 
r300c,k,k,k,Ah5h7c7sKsAdQc2hJs,300|-300,sturc.martin.3,DeepStack 
r300f,,,,Qd3h9hJc,-100|100,sturc.martin.1,DeepStack 
f,,,,6sAh8h2c,50|-50,DeepStack,sturc.martin.1 
k,k,cr200c,cr600f,Qh3d6s4hKsJd8d3s9c,-200|200,sturc.martin.1,DeepStack 
r300c,cr600c,cr1400c,k,Ah8sThAc3cAs3d5s9s,-1400|1400,DeepStack,sturc.martin.3 
r300r900r2400c,cr4800c,k,k,9cAcTc4c9d5d8dJs2h,4800|-4800,DeepStack,sturc.martin.1 
cr500c,k,r1000c,cr3000f,KsJd6sAs2h7sQhTs8s,-1000|1000,sturc.martin.3,DeepStack 
f,,,,7h4c2d3h,50|-50,DeepStack,sturc.martin.3 
r300r900c,cr1800c,cr5400f,,QdAhTcJs8c4d8s9c,-1800|1800,sturc.martin.1,DeepStack 
r200f,,,,5s7hKs3h,-100|100,sturc.martin.3,DeepStack 
r300f,,,,7sJc4dJs,-100|100,DeepStack,sturc.martin.3 
r300r900c,cr1800f,,,8sAc4h8h4s6hJh,-900|900,sturc.martin.3,DeepStack 
