PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
r300r900f,,,,AsQh5sAd,300|-300,DeepStack,sun.kaishi.1 
k,k,k,cr300f,4c8c4d7s3h8hKc7h2c,-100|100,sun.kaishi.1,DeepStack 
f,,,,Qc8s7cKc,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,Qh8dKcJd,-100|100,sun.kaishi.1,DeepStack 
f,,,,Kh8hKs5h,50|-50,DeepStack,sun.kaishi.1 
k,cr200f,,,Td4c4sThQs8s3d,-100|100,sun.kaishi.1,DeepStack 
r300c,cr750f,,,5d6hAh9h3dQh9c,-300|300,DeepStack,sun.kaishi.1 
k,k,cr200c,cr600f,Qh8hJd4sKs8c5s3hJh,-200|200,sun.kaishi.1,DeepStack 
r300c,k,k,k,As3hJcKs5h6s8s8c2h,300|-300,DeepStack,sun.kaishi.1 
r300f,,,,9cJs4d7d,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,2dThTcKc,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,Js5s6cQd,-100|100,sun.kaishi.1,DeepStack 
r300c,cr750c,cr1875c,cr5625c,5cKhTsAcQcKd7h5s4d,5625|-5625,DeepStack,sun.kaishi.1 
r300f,,,,Ac7d5cQs,-100|100,sun.kaishi.1,DeepStack 
r300c,cr750c,k,k,8cQs8sQd9s8h7sKs7h,0|0,DeepStack,sun.kaishi.1 
r300c,r900c,r2700c,cr8100c,9sAsJcTh4c8h2h9h8d,8100|-8100,sun.kaishi.1,DeepStack 
r300c,k,k,k,8sJdKs4sQc3d5dQh3c,-300|300,DeepStack,sun.kaishi.1 
r300f,,,,Jc4s6s8s,-100|100,sun.kaishi.1,DeepStack 
f,,,,3h8hJh5c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,2hKh4s3c,-100|100,sun.kaishi.1,DeepStack 
r300r900c,k,k,k,ThKcKhTd5dJh6d8s5s,0|0,DeepStack,sun.kaishi.1 
k,k,cr300f,,6s2c3h3c8h4h8c2d,-100|100,sun.kaishi.1,DeepStack 
f,,,,9cJdQh7s,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,8h2sKh7c,-100|100,sun.kaishi.1,DeepStack 
f,,,,Qh6d5h8s,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,2h7s4hQd,-100|100,sun.kaishi.1,DeepStack 
f,,,,6d5d5h3c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,6cTd5c5h,-100|100,sun.kaishi.1,DeepStack 
f,,,,KdTh8s4h,50|-50,DeepStack,sun.kaishi.1 
cr300c,cr600f,,,Ac6cTs6dTdThQd,-300|300,sun.kaishi.1,DeepStack 
r300f,,,,6s3cQsTh,-100|100,DeepStack,sun.kaishi.1 
r200f,,,,2cAs9c4c,-100|100,sun.kaishi.1,DeepStack 
f,,,,4sJs6s7c,50|-50,DeepStack,sun.kaishi.1 
k,k,k,k,2sJsTh9cQd7d3s3cJd,100|-100,sun.kaishi.1,DeepStack 
r300f,,,,Ks2cAdJd,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,7hKh5c6s,-100|100,sun.kaishi.1,DeepStack 
f,,,,5d7c4dTs,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,Th4c8cQd,-100|100,sun.kaishi.1,DeepStack 
f,,,,2d9sQd4c,50|-50,DeepStack,sun.kaishi.1 
r300c,k,k,cr900f,Kh9h6s4h8s8d6c8h2s,-300|300,sun.kaishi.1,DeepStack 
r300c,k,cr900c,cr2700c,Ad4s6cKcAs7c2s9cQc,-2700|2700,DeepStack,sun.kaishi.1 
r200f,,,,9sAh5d7s,-100|100,sun.kaishi.1,DeepStack 
f,,,,3h4dAh3s,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,8sQhQd3d,-100|100,sun.kaishi.1,DeepStack 
f,,,,7cJd5s3d,50|-50,DeepStack,sun.kaishi.1 
cr300c,k,k,cr900f,JsJh4h7hKh3hQc2c5h,-300|300,sun.kaishi.1,DeepStack 
f,,,,9h6h7cJh,50|-50,DeepStack,sun.kaishi.1 
k,r250r500c,k,k,4h6cJsAc7c2c5dTh9c,-500|500,sun.kaishi.1,DeepStack 
cr300f,,,,5s7sTc8h,100|-100,DeepStack,sun.kaishi.2 
f,,,,3dAh6s7h,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,Kc8dAc2s,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,6c5s6hJs,-100|100,sun.kaishi.2,DeepStack 
f,,,,6d8d2s4s,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,9s3h7c7d,-100|100,sun.kaishi.1,DeepStack 
r200r600r1000c,k,r2000r3000c,cr9000f,ThKhJcJdQd8hAdKd2d,-3000|3000,DeepStack,sun.kaishi.2 
f,,,,9s5h5d6c,50|-50,DeepStack,sun.kaishi.1 
r300r900c,r2250f,,,ThQs8d9cJcTsKs,900|-900,sun.kaishi.1,DeepStack 
r300f,,,,Kc2dAhJh,-100|100,DeepStack,sun.kaishi.1 
cr500r1500c,cr3000c,cr9000f,,6s6cAhQh4sTs2dQc,-3000|3000,sun.kaishi.1,DeepStack 
r200f,,,,2d7hQhTc,-100|100,sun.kaishi.2,DeepStack 
f,,,,Jc9c9h6h,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,Kh7d5d4c,-100|100,sun.kaishi.2,DeepStack 
f,,,,As9c5s3d,50|-50,DeepStack,sun.kaishi.2 
f,,,,7h5h2s3c,50|-50,sun.kaishi.2,DeepStack 
r300f,,,,3d2dQdAd,-100|100,DeepStack,sun.kaishi.1 
f,,,,9d6s4c7c,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,5s7hAsJs,-100|100,sun.kaishi.1,DeepStack 
k,cr200f,,,8c5d6cJdQdTh4c,-100|100,sun.kaishi.2,DeepStack 
f,,,,JhQh9s2d,50|-50,DeepStack,sun.kaishi.1 
r200c,cr600f,,,4sAh7dAs7c9c3d,-200|200,sun.kaishi.1,DeepStack 
f,,,,5h6dTc2s,50|-50,DeepStack,sun.kaishi.2 
f,,,,Ac2cQc8s,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,Ks5dKd6s,-100|100,sun.kaishi.2,DeepStack 
r200f,,,,7dQdAc6d,-100|100,sun.kaishi.1,DeepStack 
r200r400c,r800c,cr2400c,cr7200f,7dAdJdTcTd8hAsTh9d,-2400|2400,DeepStack,sun.kaishi.2 
f,,,,8sQc6s7c,50|-50,DeepStack,sun.kaishi.1 
k,cr200f,,,Th3s9d7d7c5cAd,-100|100,sun.kaishi.1,DeepStack 
r300c,k,k,k,Jc7c9hJs5sAh4d8c7d,300|-300,DeepStack,sun.kaishi.1 
k,cr300c,r750f,,4d3dTc4s7h6s3s4c,300|-300,sun.kaishi.2,DeepStack 
k,cr200f,,,6h7hTh5d2cJdAc,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,2s4cAh2h,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,8h3cJd8d,-100|100,DeepStack,sun.kaishi.2 
r200f,,,,7s6sKc7d,-100|100,sun.kaishi.2,DeepStack 
k,cr300f,,,Js6cAdTs5dKdKh,-100|100,sun.kaishi.1,DeepStack 
r300r900c,k,r1800f,,Ah3hQhTc8s2c7sKd,900|-900,DeepStack,sun.kaishi.2 
r300c,cr900f,,,9c8s6h6d2h5h4d,-300|300,DeepStack,sun.kaishi.1 
k,k,k,cr300f,4s6s9sTc5dTd4hKh7h,-100|100,sun.kaishi.2,DeepStack 
r200r600f,,,,AcKd3s4h,200|-200,sun.kaishi.1,DeepStack 
r300f,,,,6cTdKdJc,-100|100,DeepStack,sun.kaishi.1 
r300r600c,cr1500f,,,9d7dQdKdJsAsJc,-600|600,DeepStack,sun.kaishi.2 
r300f,,,,5h8d6s6c,-100|100,sun.kaishi.1,DeepStack 
r300c,r900c,r2700f,,JhKcKsAh7cJs3d2s,900|-900,sun.kaishi.2,DeepStack 
f,,,,JcTdJs7d,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,7s8hTdAh,-100|100,sun.kaishi.1,DeepStack 
r300c,cr900f,,,TcJdKsKh2h8h4d,-300|300,DeepStack,sun.kaishi.1 
f,,,,ThKc5s4d,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,Qc4s8sAh,-100|100,sun.kaishi.1,DeepStack 
f,,,,8cKdJs5h,50|-50,DeepStack,sun.kaishi.1 
k,k,cr300f,,Ks7s5c2sTd4c3sQc,-100|100,sun.kaishi.1,DeepStack 
r300r900f,,,,KhAd4cJs,300|-300,sun.kaishi.2,DeepStack 
r300c,cr750f,,,6sQs8c8sKs8h7c,-300|300,DeepStack,sun.kaishi.2 
f,,,,8dJh5d6h,50|-50,DeepStack,sun.kaishi.1 
f,,,,5dAc8h2c,50|-50,sun.kaishi.1,DeepStack 
k,cr200c,cr600c,cr1200f,Tc3d4dAh5s3h2cKsQd,-600|600,sun.kaishi.2,DeepStack 
f,,,,9dAsQd4s,50|-50,DeepStack,sun.kaishi.1 
cr300f,,,,3hAh2cTh,100|-100,sun.kaishi.1,DeepStack 
f,,,,KsTsQc6d,50|-50,DeepStack,sun.kaishi.1 
k,k,k,cr200f,4c9d5c9sKsJc6h2c6s,-100|100,sun.kaishi.1,DeepStack 
r300c,cr900f,,,8c9d7cAcTdKsJc,-300|300,DeepStack,sun.kaishi.2 
f,,,,6s7c8s3d,50|-50,sun.kaishi.2,DeepStack 
f,,,,7dTh5c4s,50|-50,DeepStack,sun.kaishi.2 
cr300c,k,cr900f,,7c7dJdKsAsJcTdJs,-300|300,sun.kaishi.2,DeepStack 
f,,,,3hTh2s8s,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,4dAc9hKc,-100|100,sun.kaishi.1,DeepStack 
f,,,,TcTh8s6d,50|-50,DeepStack,sun.kaishi.2 
f,,,,Ad3h9sQc,50|-50,DeepStack,sun.kaishi.1 
f,,,,4s6d2d8h,50|-50,sun.kaishi.2,DeepStack 
r300r900r2700c,r8100f,,,9dTdQcKs9h7d6c,2700|-2700,sun.kaishi.1,DeepStack 
r300r900r2700c,cr6750f,,,JsTsKdAh5s2h9d,-2700|2700,DeepStack,sun.kaishi.2 
k,k,k,k,JsQh9dKh6d6cTs3s5s,-100|100,sun.kaishi.2,DeepStack 
r300c,k,r600f,,3h2hAsTc9h5h5d7c,300|-300,DeepStack,sun.kaishi.1 
r300c,r900f,,,4d8dAs8s6h7h7d,300|-300,DeepStack,sun.kaishi.2 
r300f,,,,2c7c2s8s,-100|100,sun.kaishi.1,DeepStack 
k,cr200c,r500r1000c,k,9sJdJs3h4c3s9d4s7h,1000|-1000,sun.kaishi.2,DeepStack 
f,,,,Qd5h3sTc,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,8h5s7d3d,-100|100,sun.kaishi.1,DeepStack 
f,,,,7dTs5d8s,50|-50,DeepStack,sun.kaishi.1 
r200c,cr400c,k,k,Ah8d6h2hKhKs8cTd8h,400|-400,sun.kaishi.1,DeepStack 
r300c,cr750c,cr2250c,cr6750f,QsJh7dAd2sAs7sKcAc,-2250|2250,DeepStack,sun.kaishi.2 
r300c,cr750f,,,JdKsAhJc5s5h4h,-300|300,DeepStack,sun.kaishi.1 
r300c,r900f,,,JdAh4hQdJs2d9c,300|-300,sun.kaishi.2,DeepStack 
k,k,cr200f,,4c6c4s3d9s7dQs9h,-100|100,sun.kaishi.1,DeepStack 
r250c,cr625f,,,Ah6dQd9d9h8h3d,-250|250,DeepStack,sun.kaishi.2 
f,,,,5s9s5c6d,50|-50,DeepStack,sun.kaishi.1 
k,k,cr200f,,AsTh3d9hKh6dKc2d,-100|100,sun.kaishi.1,DeepStack 
k,r250c,k,r750f,Qh9hAs9cJh4h2cKsTh,250|-250,sun.kaishi.2,DeepStack 
f,,,,5sTc9d8h,50|-50,DeepStack,sun.kaishi.1 
k,r250f,,,Ac6h4hKdAs8cJc,100|-100,sun.kaishi.1,DeepStack 
r300c,k,k,k,8c7sJcTdAdQdAsQcJd,0|0,DeepStack,sun.kaishi.1 
f,,,,TsKs6d2h,50|-50,DeepStack,sun.kaishi.2 
k,k,k,k,8cThTcAh3h2hQh7cQd,-100|100,sun.kaishi.2,DeepStack 
r200r600f,,,,AdQdJh7d,200|-200,sun.kaishi.1,DeepStack 
f,,,,6dTc2cKs,50|-50,DeepStack,sun.kaishi.2 
f,,,,7d9s4h2c,50|-50,DeepStack,sun.kaishi.1 
r300c,r900f,,,TdJd9cAsJs2c5c,300|-300,sun.kaishi.2,DeepStack 
r300r900r2700f,,,,TdAhAcQs,-900|900,sun.kaishi.1,DeepStack 
r300c,k,k,k,7hJdKdQcAh2s5h2c5d,0|0,DeepStack,sun.kaishi.1 
f,,,,3dTd5hKs,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,7sThQd4h,-100|100,sun.kaishi.2,DeepStack 
f,,,,2hKd7cAs,50|-50,DeepStack,sun.kaishi.2 
k,k,k,cr300c,7dKh8s4d8hAhQcAd7h,-300|300,sun.kaishi.1,DeepStack 
r300c,cr900f,,,2c2s8cKs8sKd5s,-300|300,sun.kaishi.2,DeepStack 
f,,,,3c3dKc7s,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,As4d6sKh,-100|100,sun.kaishi.2,DeepStack 
f,,,,6s3s3cTs,50|-50,DeepStack,sun.kaishi.2 
f,,,,6d8hQs8d,50|-50,DeepStack,sun.kaishi.1 
k,cr200c,k,k,8h6d4s8d6s3sQsJs2c,-200|200,sun.kaishi.2,DeepStack 
r300f,,,,4h5s5hTd,-100|100,sun.kaishi.1,DeepStack 
f,,,,4d5hKh4h,50|-50,DeepStack,sun.kaishi.1 
k,k,k,k,3hAcKs5s8dQc2h4d9d,100|-100,sun.kaishi.1,DeepStack 
f,,,,9s6s5hQc,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,5d8cAh3d,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,2cKs5h5s,-100|100,DeepStack,sun.kaishi.1 
f,,,,5hQh3hKs,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,5d7s2c2s,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,3hJh2cKh,-100|100,sun.kaishi.2,DeepStack 
r300r600c,k,r1800f,,Qs9sKh9d2s3c4dJh,600|-600,DeepStack,sun.kaishi.1 
r300c,k,k,r600f,Ks8hJhQcAs3s7hKd5h,300|-300,DeepStack,sun.kaishi.2 
k,k,k,k,6h5c9hAdKdQs2h2cJd,-100|100,sun.kaishi.1,DeepStack 
r300c,cr600f,,,QdJc3s5s2cKc5h,-300|300,sun.kaishi.2,DeepStack 
f,,,,2hQd3d7s,50|-50,DeepStack,sun.kaishi.2 
f,,,,9h5s6h7h,50|-50,DeepStack,sun.kaishi.1 
r300c,k,k,r400f,6c2s7dJc3hAhAdTd4d,300|-300,sun.kaishi.1,DeepStack 
r300c,cr600c,cr1800f,,QcKd9dTs7h6d7s3s,-600|600,sun.kaishi.2,DeepStack 
f,,,,Ad3s8c3h,50|-50,DeepStack,sun.kaishi.2 
cr300c,k,r600c,r1200r1800c,Qh8hJsQdQsJh7cKs5h,-1800|1800,DeepStack,sun.kaishi.1 
r300f,,,,Kc7h6sJc,-100|100,sun.kaishi.2,DeepStack 
f,,,,AsTd2sJs,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,7cKsAdKc,-100|100,sun.kaishi.1,DeepStack 
k,cr300f,,,5c8hJd2c9s6h2s,-100|100,sun.kaishi.2,DeepStack 
f,,,,Jh2dTc5c,50|-50,DeepStack,sun.kaishi.1 
f,,,,8c3d7c4c,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,6sAd8s7s,-100|100,sun.kaishi.2,DeepStack 
f,,,,2h6c4s2d,50|-50,DeepStack,sun.kaishi.2 
r200r300c,k,r900f,,6c7d8s9d4sQcKsJd,300|-300,sun.kaishi.1,DeepStack 
r200f,,,,Qs4s6s5c,-100|100,sun.kaishi.2,DeepStack 
f,,,,Qh9c7h2d,50|-50,DeepStack,sun.kaishi.2 
k,k,cr200f,,Kh2c3s4d4s3c7cQh,-100|100,sun.kaishi.2,DeepStack 
f,,,,5d6c8sQc,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,8cKhAsKc,-100|100,sun.kaishi.1,DeepStack 
f,,,,5h6hKcJh,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,2h8cJsQc,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,6hKc9hTh,-100|100,sun.kaishi.1,DeepStack 
f,,,,6d4c4dAc,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,5dKs9h5h,-100|100,sun.kaishi.2,DeepStack 
cr300c,k,k,r900c,TsJcAdTh5c4dJdKs7d,900|-900,sun.kaishi.1,DeepStack 
f,,,,TcJd5c8c,50|-50,DeepStack,sun.kaishi.2 
k,cr300f,,,8c5dTd5sQc6d4s,-100|100,sun.kaishi.2,DeepStack 
f,,,,Ks6cTd9c,50|-50,DeepStack,sun.kaishi.2 
k,k,k,cr300f,Ac6hJh3sJdKs9h6sTs,-100|100,sun.kaishi.2,DeepStack 
f,,,,KsAc7cJd,50|-50,DeepStack,sun.kaishi.1 
k,cr250c,cr750c,cr3750f,2h4s8h7h4d3s6c5h5s,-750|750,DeepStack,sun.kaishi.2 
r300f,,,,6h8s9s6c,-100|100,sun.kaishi.1,DeepStack 
k,k,k,cr300c,As2cTs4d8s6h8d7sAd,300|-300,sun.kaishi.2,DeepStack 
f,,,,Jd7hTh7s,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,4dQd2d9d,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,6hJd8s8h,-100|100,DeepStack,sun.kaishi.1 
r300c,r750c,k,k,9cQcAc5sAh8dKcJh3c,-750|750,sun.kaishi.1,DeepStack 
f,,,,6dTs5dJh,50|-50,DeepStack,sun.kaishi.2 
f,,,,3c7h8hQc,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,Jh4c7h9d,-100|100,sun.kaishi.2,DeepStack 
f,,,,Ac8d2c6h,50|-50,sun.kaishi.1,DeepStack 
r300f,,,,6cJhAdTs,-100|100,DeepStack,sun.kaishi.2 
f,,,,Jh5d6d3h,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,3h2d4d4h,-100|100,sun.kaishi.2,DeepStack 
r200f,,,,Ac3hJhTc,-100|100,sun.kaishi.1,DeepStack 
f,,,,4c9h9c8h,50|-50,DeepStack,sun.kaishi.2 
f,,,,5h3cAd4s,50|-50,DeepStack,sun.kaishi.1 
k,k,k,k,9sAd3hJs6sKd9c7c9d,100|-100,sun.kaishi.2,DeepStack 
r300f,,,,Ts7d6c2c,-100|100,sun.kaishi.1,DeepStack 
f,,,,4sTsQh7d,50|-50,DeepStack,sun.kaishi.1 
f,,,,3s2c2s4d,50|-50,sun.kaishi.1,DeepStack 
f,,,,JdQcKh8c,50|-50,DeepStack,sun.kaishi.2 
k,k,k,k,4s9h4d8cTsKd5d2s6h,100|-100,sun.kaishi.2,DeepStack 
f,,,,9sKdTc5h,50|-50,DeepStack,sun.kaishi.1 
k,k,cr200f,,Qd9cAh2d3s6s6h3h,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,9d6hTsQh,-100|100,DeepStack,sun.kaishi.2 
k,k,r250c,k,Qc9d3h5dQdKh7c5sKc,250|-250,sun.kaishi.2,DeepStack 
r300c,k,r900f,,7s8d2s2c7d4c8s7c,300|-300,DeepStack,sun.kaishi.1 
f,,,,KdJs8cTh,50|-50,DeepStack,sun.kaishi.2 
r200r600f,,,,AsKhTc7s,200|-200,sun.kaishi.2,DeepStack 
f,,,,6dQd6s2d,50|-50,sun.kaishi.1,DeepStack 
r300r900c,r2700c,k,k,4h5hAh7h2cAdQhJdTd,-2700|2700,DeepStack,sun.kaishi.1 
f,,,,2hAh4sQd,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,9dQcAdAs,-100|100,sun.kaishi.2,DeepStack 
f,,,,Td8c8s9h,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,9d7h6dKc,-100|100,sun.kaishi.2,DeepStack 
k,cr200f,,,7s2h3hJc8cTdAc,-100|100,sun.kaishi.1,DeepStack 
f,,,,7cKh3hKc,50|-50,DeepStack,sun.kaishi.2 
f,,,,Qs6c3s7c,50|-50,sun.kaishi.2,DeepStack 
f,,,,2h2s8d9h,50|-50,DeepStack,sun.kaishi.2 
f,,,,4dAcAd8c,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,Th9cKc3s,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,2hJdJc9c,-100|100,DeepStack,sun.kaishi.1 
k,k,k,cr500f,3sQs6s3c7h8h8c8s5h,-100|100,sun.kaishi.1,DeepStack 
r200r600c,cr1800f,,,3h3d2s3s6sTh8c,-600|600,sun.kaishi.2,DeepStack 
f,,,,8sTd5dAs,50|-50,DeepStack,sun.kaishi.1 
k,k,k,cr300f,9hQhJhJsKhKc3sJc4c,-100|100,sun.kaishi.1,DeepStack 
f,,,,8d7dJs9d,50|-50,DeepStack,sun.kaishi.1 
k,r300f,,,KhJs2sJc4cTsQs,100|-100,sun.kaishi.1,DeepStack 
f,,,,5hQd5sTs,50|-50,DeepStack,sun.kaishi.1 
f,,,,8hQh2h8c,50|-50,sun.kaishi.1,DeepStack 
f,,,,3cQc5dKs,50|-50,DeepStack,sun.kaishi.1 
f,,,,As4cJh3c,50|-50,DeepStack,sun.kaishi.2 
cr300f,,,,JsJc4h8d,100|-100,sun.kaishi.2,DeepStack 
k,cr200f,,,4dQdJc2hTh3hAc,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,3c2cTsKs,-100|100,DeepStack,sun.kaishi.2 
f,,,,6c3dQc8c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,6h9sTd6c,-100|100,sun.kaishi.2,DeepStack 
r300c,k,k,k,TsKsJc5sQsKdQh5h9h,300|-300,sun.kaishi.1,DeepStack 
r300r900c,r1800c,r3600f,,8cKcKsTsJd4s8h2d,1800|-1800,DeepStack,sun.kaishi.2 
r300f,,,,3d5s7cQh,-100|100,sun.kaishi.2,DeepStack 
f,,,,8c7c7s2h,50|-50,DeepStack,sun.kaishi.1 
f,,,,7hKs3hJc,50|-50,DeepStack,sun.kaishi.2 
r300f,,,,7c3c7d5d,-100|100,sun.kaishi.1,DeepStack 
r300r900c,r2700f,,,AsAh2cAcKhTs8s,900|-900,sun.kaishi.2,DeepStack 
f,,,,TsAd9h7s,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,Ad8s5s3d,-100|100,sun.kaishi.1,DeepStack 
f,,,,9sAhJh5d,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,3h8s9dTd,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,Jh9sTcTs,-100|100,sun.kaishi.1,DeepStack 
k,cr200f,,,6s2hTs9cTd3c9d,-100|100,sun.kaishi.2,DeepStack 
f,,,,8d3h6hQh,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,Kh4d4h6c,-100|100,sun.kaishi.1,DeepStack 
r300c,k,r600f,,7s8hJcQh3d7h2d6h,300|-300,DeepStack,sun.kaishi.2 
f,,,,5d8hTs3d,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,4h7s9h9d,-100|100,sun.kaishi.1,DeepStack 
f,,,,Js4c3cQd,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,7d3c6dJc,-100|100,sun.kaishi.2,DeepStack 
k,cr200c,k,k,Ah7dJd7hQhAdKc4dQc,200|-200,sun.kaishi.1,DeepStack 
f,,,,3hKcQd7s,50|-50,DeepStack,sun.kaishi.2 
f,,,,Js6d4c2s,50|-50,sun.kaishi.2,DeepStack 
r300c,k,k,k,QdJh8d8sAc4cJd7s2d,300|-300,DeepStack,sun.kaishi.2 
r200f,,,,4h2d6cKc,-100|100,sun.kaishi.2,DeepStack 
f,,,,3c7d9cAd,50|-50,DeepStack,sun.kaishi.1 
f,,,,Td3c4hJc,50|-50,DeepStack,sun.kaishi.2 
r200r600c,cr1200c,cr3600f,,QdAhJd9d7h4d8c2d,-1200|1200,sun.kaishi.2,DeepStack 
r200f,,,,6c9dTdTs,-100|100,sun.kaishi.1,DeepStack 
f,,,,Td8h6sQc,50|-50,DeepStack,sun.kaishi.1 
r300c,cr900f,,,7d8dQhQdAsQc9d,-300|300,sun.kaishi.1,DeepStack 
f,,,,3d8h8cQh,50|-50,DeepStack,sun.kaishi.2 
f,,,,2d4d3cJc,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,Th5dAs3s,-100|100,sun.kaishi.1,DeepStack 
r200f,,,,5d4s5cTc,-100|100,sun.kaishi.2,DeepStack 
f,,,,5hQc9c2h,50|-50,DeepStack,sun.kaishi.2 
r300r900r2700c,cr8100f,,,9h9sQdQsKdQc7c,-2700|2700,DeepStack,sun.kaishi.1 
k,k,cr200f,,9sJc3hTs7d5d5cKc,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,Jh2dQd9h,-100|100,sun.kaishi.1,DeepStack 
f,,,,8dAc9c2s,50|-50,DeepStack,sun.kaishi.1 
f,,,,8dAhThQs,50|-50,DeepStack,sun.kaishi.2 
k,k,k,k,Kc6c7dAcKdTc5s8cQh,100|-100,sun.kaishi.1,DeepStack 
r300f,,,,4dJcAc3s,-100|100,sun.kaishi.2,DeepStack 
f,,,,AsQdQs4h,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,7h2d4d4c,-100|100,sun.kaishi.2,DeepStack 
f,,,,9hJsJc2d,50|-50,DeepStack,sun.kaishi.2 
f,,,,9d2cTh5d,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,JdTc4cJh,-100|100,sun.kaishi.2,DeepStack 
k,cr200f,,,5h3d2dAdAh9s4s,-100|100,sun.kaishi.1,DeepStack 
r300r900c,cr2700c,cr8100c,cr20000f,AcKhJsQhJhQc8hAs3c,-8100|8100,DeepStack,sun.kaishi.2 
f,,,,9sAc3dJc,50|-50,DeepStack,sun.kaishi.1 
r300r900c,r2700f,,,AcTc2d5d3cKsTh,900|-900,sun.kaishi.1,DeepStack 
r300f,,,,Th2s8c8d,-100|100,DeepStack,sun.kaishi.1 
k,k,cr300f,,Jc5d3cQd2h4hKcQs,-100|100,sun.kaishi.1,DeepStack 
f,,,,Jh2d4d8d,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,Ts9cQd9s,-100|100,sun.kaishi.1,DeepStack 
f,,,,3s5d9dQc,50|-50,DeepStack,sun.kaishi.1 
r300r900r2700r8100r20000c,,,,KdAhAd5d7dJhQs7hTd,20000|-20000,sun.kaishi.1,DeepStack 
f,,,,Th2s5h3s,50|-50,DeepStack,sun.kaishi.1 
k,cr200f,,,9s5cQh2s7d2d7h,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,4d7sKsTs,-100|100,sun.kaishi.2,DeepStack 
f,,,,AcJh4c2h,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,Ah2c6c4c,-100|100,sun.kaishi.1,DeepStack 
r300r900c,r2700f,,,JdTc3hAh9c9h2c,900|-900,DeepStack,sun.kaishi.2 
f,,,,Jh6s7c8h,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,5h3hAsAc,-100|100,sun.kaishi.1,DeepStack 
f,,,,Qc3sTs3d,50|-50,DeepStack,sun.kaishi.1 
k,k,k,cr300f,8h9h5c8sKdJd6d6sAh,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,3h7dAc7c,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,8c6dQhTd,-100|100,sun.kaishi.2,DeepStack 
r300c,cr900c,cr2700f,,5c6dAsAd3h6sTsTd,-900|900,DeepStack,sun.kaishi.2 
r300f,,,,Qc3s7hTh,-100|100,sun.kaishi.1,DeepStack 
