PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
f,,,,9s3h3d8h,50|-50,DeepStack,parlavecchio.antonio.1 
k,k,k,r300c,3h9c2d2c6d3d4s5s2s,0|0,parlavecchio.antonio.1,DeepStack 
r200r600f,,,,2h2d4dKs,200|-200,DeepStack,parlavecchio.antonio.1 
r200c,k,r500f,,9d8dQcKh8s2cAs2s,200|-200,parlavecchio.antonio.1,DeepStack 
f,,,,Td2hJh2c,50|-50,DeepStack,parlavecchio.antonio.1 
k,cr300f,,,7dJc4d3d9hKc6d,-100|100,parlavecchio.antonio.1,DeepStack 
r300c,k,cr900c,k,4dTdQdThJh3c4h9c7d,900|-900,DeepStack,parlavecchio.antonio.1 
r300c,k,k,k,6d8hThKc4dQc9d5s5h,-300|300,parlavecchio.antonio.1,DeepStack 
r300c,cr900f,,,9hAsKcKdTs6cQc,-300|300,DeepStack,parlavecchio.antonio.1 
cr300f,,,,Ah5h4dTs,100|-100,parlavecchio.antonio.1,DeepStack 
k,k,k,k,5s2d5d7hJd6sQs6cQd,0|0,DeepStack,parlavecchio.antonio.1 
r200c,cr400f,,,KcTh7cAd2c7h3d,-200|200,parlavecchio.antonio.1,DeepStack 
f,,,,9sTc5s2c,50|-50,DeepStack,parlavecchio.antonio.1 
k,r300c,k,k,3s7h3dQh9d3c2c4cKc,-300|300,parlavecchio.antonio.1,DeepStack 
r300c,k,cr750c,cr1875f,8dAs7hKs9h8sTc6cKh,-750|750,DeepStack,parlavecchio.antonio.1 
r300c,k,cr900f,,5s4h5hQdAhTs9d6h,-300|300,parlavecchio.antonio.1,DeepStack 
r200f,,,,4d9s5d7s,-100|100,DeepStack,parlavecchio.antonio.1 
r300f,,,,Ts2h6s5s,-100|100,parlavecchio.antonio.1,DeepStack 
f,,,,JdJc6d3c,50|-50,DeepStack,parlavecchio.antonio.1 
k,r250f,,,7s6s2sQh7d9s5d,100|-100,parlavecchio.antonio.1,DeepStack 
f,,,,Kd9s5c9h,50|-50,DeepStack,parlavecchio.antonio.1 
k,cr300f,,,8hQcKdJs7s3sJh,-100|100,parlavecchio.antonio.1,DeepStack 
f,,,,6h9h2d8d,50|-50,DeepStack,parlavecchio.antonio.1 
r300f,,,,2s6c8sTc,-100|100,parlavecchio.antonio.1,DeepStack 
r200c,cr500r1000c,r2000f,,3h5dQs7h5sQc3cJh,1000|-1000,DeepStack,parlavecchio.antonio.1 
cr300f,,,,5sAs5hTs,100|-100,parlavecchio.antonio.1,DeepStack 
r200f,,,,2h8dKd6c,-100|100,DeepStack,parlavecchio.antonio.1 
cr300f,,,,8c8s4s9d,100|-100,parlavecchio.antonio.1,DeepStack 
r300c,cr600c,cr1200c,k,Kc6sTcTd6hAd3d9h5d,-1200|1200,DeepStack,parlavecchio.antonio.1 
r300c,k,r750c,k,5c4sJdJs5hQh8h3dQc,-750|750,parlavecchio.antonio.1,DeepStack 
f,,,,Qh8s3d2c,50|-50,DeepStack,parlavecchio.antonio.1 
cr300f,,,,As6dTc4h,100|-100,parlavecchio.antonio.1,DeepStack 
f,,,,ThQd2h7d,50|-50,DeepStack,parlavecchio.antonio.1 
cr300c,r750f,,,KsJsQs3cTh2h9d,300|-300,parlavecchio.antonio.1,DeepStack 
r300c,cr750c,cr1875c,k,TsAhTdQcQs6d3hAcKd,1875|-1875,DeepStack,parlavecchio.antonio.1 
r300c,k,k,k,5cTcKdThAs8s6sKc4s,-300|300,parlavecchio.antonio.1,DeepStack 
f,,,,KcKdQs4d,50|-50,DeepStack,parlavecchio.antonio.1 
r300c,cr900f,,,9hJd2d4dKd3sAd,-300|300,parlavecchio.antonio.1,DeepStack 
r300c,k,r900f,,QcJdQs8sJh6s7h2c,300|-300,DeepStack,parlavecchio.antonio.1 
cr300c,r750c,cr1500f,,QdJh2hAcAh7c6d7h,-750|750,parlavecchio.antonio.1,DeepStack 
r300f,,,,4s6h8hKd,-100|100,DeepStack,parlavecchio.antonio.1 
r300f,,,,3s7c7hJs,-100|100,parlavecchio.antonio.1,DeepStack 
f,,,,3d6h2dTc,50|-50,DeepStack,parlavecchio.antonio.1 
r300r900r2700c,cr5400f,,,JdKdAcKc3h6hAs,-2700|2700,parlavecchio.antonio.1,DeepStack 
r300c,k,k,k,Kc4c9hJcAsQs6h3c7d,300|-300,DeepStack,parlavecchio.antonio.1 
r200c,r600r1200f,,,Js5d6sAc2c7c5c,-600|600,parlavecchio.antonio.1,DeepStack 
f,,,,6s9cTs2c,50|-50,DeepStack,parlavecchio.antonio.1 
k,cr300c,cr900f,,5d2c7s9s6sAd2d7c,-300|300,parlavecchio.antonio.1,DeepStack 
r300c,cr750c,cr1500f,,JhAdKcTc9c5dTh5h,-750|750,DeepStack,parlavecchio.antonio.1 
r300c,k,r750c,k,Ac7cJc5h8d4sQc5c9s,-750|750,parlavecchio.antonio.1,DeepStack 
f,,,,9dQc5sJd,50|-50,DeepStack,parlavecchio.antonio.1 
f,,,,7c8c7h3d,50|-50,parlavecchio.antonio.1,DeepStack 
r300f,,,,9h2s5dQs,-100|100,DeepStack,parlavecchio.antonio.1 
r200c,k,r500f,,Ah4d3c5hKdQcTd4s,200|-200,parlavecchio.antonio.1,DeepStack 
f,,,,2h4d7d3s,50|-50,DeepStack,parlavecchio.antonio.1 
cr300c,r750c,r1875c,cr5625c,TcAh9dQc5c3s3cQhJs,-5625|5625,parlavecchio.antonio.1,DeepStack 
r200c,cr600f,,,8cJs7s5h2c4s7h,-200|200,DeepStack,parlavecchio.antonio.1 
k,k,k,r250c,5d9c3sJd8s4c4s8hAh,0|0,parlavecchio.antonio.1,DeepStack 
r200r600c,cr1500c,k,r3000c,ThTd4h5c8sJh5h2h6h,3000|-3000,DeepStack,parlavecchio.antonio.1 
r200f,,,,9s4cKs5h,-100|100,parlavecchio.antonio.1,DeepStack 
r200c,k,k,k,7sKc7h6c9cTc2h3c9h,200|-200,DeepStack,parlavecchio.antonio.1 
k,r300r600c,r1500f,,8sJhTh3d8hTs5sJs,600|-600,parlavecchio.antonio.1,DeepStack 
r200r600c,r1200f,,,QcTd4d5hTc8s7h,600|-600,DeepStack,parlavecchio.antonio.1 
cr300c,r750r1500r3000c,r5300f,,JhAs6sTs8s8c2hAh,3000|-3000,parlavecchio.antonio.1,DeepStack 
f,,,,3c4d4h8d,50|-50,DeepStack,parlavecchio.antonio.1 
f,,,,AdJs4d2s,50|-50,parlavecchio.antonio.1,DeepStack 
f,,,,3d6dQs2d,50|-50,DeepStack,parlavecchio.antonio.1 
r300f,,,,2cTsQc4c,-100|100,parlavecchio.antonio.1,DeepStack 
r200c,cr500c,cr1250f,,6cAcJd9s8h8cTdJh,-500|500,DeepStack,parlavecchio.antonio.1 
r200c,r500c,r1250f,,5hQhAh3h3c7c6sQd,500|-500,parlavecchio.antonio.1,DeepStack 
r200r600c,k,cr1500f,,6s5s4cKcJdThAdQs,-600|600,DeepStack,parlavecchio.antonio.1 
r300f,,,,3hQsTdTh,-100|100,parlavecchio.antonio.1,DeepStack 
r300c,cr750f,,,8dAsKhJs4sJhQh,-300|300,DeepStack,parlavecchio.antonio.1 
r300f,,,,Td5s7c5c,-100|100,parlavecchio.antonio.1,DeepStack 
k,k,k,k,Ac6d6h2hKs4h8s5c8d,100|-100,DeepStack,parlavecchio.antonio.1 
r300f,,,,Jh5dKh9s,-100|100,parlavecchio.antonio.1,DeepStack 
r300f,,,,9h2dTh9d,-100|100,DeepStack,parlavecchio.antonio.1 
r300f,,,,4s8c8dTc,-100|100,parlavecchio.antonio.1,DeepStack 
r300c,cr750f,,,Jc9dQdTh3cKh7d,-300|300,DeepStack,parlavecchio.antonio.1 
f,,,,8hAc3h2s,50|-50,parlavecchio.antonio.1,DeepStack 
f,,,,2sAd8d5c,50|-50,DeepStack,parlavecchio.antonio.1 
r300f,,,,8s5dAs2d,-100|100,parlavecchio.antonio.1,DeepStack 
f,,,,8h6s2h4s,50|-50,DeepStack,parlavecchio.antonio.1 
r300c,r750c,r2250f,,3h8hJd5h2s4h5d6d,750|-750,parlavecchio.antonio.1,DeepStack 
r300f,,,,9c2d5hAd,-100|100,DeepStack,parlavecchio.antonio.1 
r300r900c,r2250c,r4500c,cr20000f,AsJc8sTs6sJsQc3hKd,-4500|4500,parlavecchio.antonio.1,DeepStack 
r300c,cr750f,,,Kh2h5cAsJhTc5d,-300|300,DeepStack,parlavecchio.antonio.1 
k,cr200f,,,Td9cAh8sQh2c4c,-100|100,parlavecchio.antonio.1,DeepStack 
r200c,cr600c,cr1500f,,6s8h4hQd7hQhJhQc,-600|600,DeepStack,parlavecchio.antonio.1 
f,,,,4h3c2h8c,50|-50,parlavecchio.antonio.1,DeepStack 
r200c,cr600c,cr1800c,k,As3h5s7s7hAh5h3dJd,1800|-1800,DeepStack,parlavecchio.antonio.1 
r200c,k,k,cr600f,2sAc9cKh3c6dTs8d7h,-200|200,parlavecchio.antonio.1,DeepStack 
f,,,,5c8c2h7d,50|-50,DeepStack,parlavecchio.antonio.1 
r300f,,,,Kh4cQs7h,-100|100,parlavecchio.antonio.1,DeepStack 
r300c,cr750f,,,7s9dAc9sKs3d8s,-300|300,DeepStack,parlavecchio.antonio.1 
r300c,r900f,,,7s5cQc5dTd7h2s,300|-300,parlavecchio.antonio.1,DeepStack 
r200c,cr500f,,,8c9d7cQh4d7dQs,-200|200,DeepStack,parlavecchio.antonio.1 
r300f,,,,5s2cTc9h,-100|100,parlavecchio.antonio.1,DeepStack 
r300f,,,,5s2dThAc,-100|100,DeepStack,parlavecchio.antonio.1 
k,r300f,,,5dQdJc6sAd2s8d,100|-100,parlavecchio.antonio.1,DeepStack 
f,,,,9dJc7s2c,50|-50,DeepStack,parlavecchio.antonio.1 
f,,,,AsTd3d2h,50|-50,parlavecchio.antonio.1,DeepStack 
r300r900c,r2700f,,,Ad7dJdQs4h6s7h,900|-900,DeepStack,parlavecchio.antonio.1 
r300f,,,,Ts3hKdJh,-100|100,parlavecchio.antonio.1,DeepStack 
r300r900r2100c,cr4800c,cr9600r20000c,,5s5hJhJsTc7s5cKs4c,20000|-20000,DeepStack,parlavecchio.antonio.1 
r300f,,,,Th5s7hAd,-100|100,parlavecchio.antonio.1,DeepStack 
r200c,k,k,k,Js3s9h4h2h6sAc3dJd,200|-200,DeepStack,parlavecchio.antonio.1 
r200r600c,r1500f,,,JcAhKd7s5hQs4h,600|-600,parlavecchio.antonio.1,DeepStack 
r300c,k,r600c,cr1500f,4d9dAd9s6cQc3d6hAh,-600|600,DeepStack,parlavecchio.antonio.1 
r300f,,,,3d7cJsKc,-100|100,parlavecchio.antonio.1,DeepStack 
r300c,cr750f,,,9dKh5d5cQc7sAs,-300|300,DeepStack,parlavecchio.antonio.1 
r300c,cr600f,,,9d8c6c4c5hAs5c,-300|300,parlavecchio.antonio.1,DeepStack 
r200c,k,k,cr600r1800f,3d4dTh5c8sAh6s3sTc,600|-600,DeepStack,parlavecchio.antonio.1 
k,cr300f,,,4hQcTcKcTh2cAd,-100|100,parlavecchio.antonio.1,DeepStack 
r200c,r400r1000r3000f,,,4dKs8s6c6s5d3d,1000|-1000,DeepStack,parlavecchio.antonio.1 
r300r900c,k,k,k,AsQh8s7d3dJd8d6s3c,-900|900,parlavecchio.antonio.1,DeepStack 
r300f,,,,5sThKdTc,-100|100,DeepStack,parlavecchio.antonio.1 
cr300c,r750f,,,Th9s8c6hAsAc7h,300|-300,parlavecchio.antonio.1,DeepStack 
f,,,,7d8sJc2s,50|-50,DeepStack,parlavecchio.antonio.1 
r300c,r900f,,,5h5s8d9d3h2dJs,300|-300,parlavecchio.antonio.1,DeepStack 
f,,,,KdKc2s3s,50|-50,DeepStack,parlavecchio.antonio.1 
r300c,k,r750f,,Qh7d3c7cTh5h8s6d,300|-300,parlavecchio.antonio.1,DeepStack 
r300r900c,cr2250f,,,Ts9sAsTcQd5c5d,-900|900,DeepStack,parlavecchio.antonio.1 
r300c,cr600c,cr1800f,,Ac8sJd9s6sKh5sQs,-600|600,parlavecchio.antonio.1,DeepStack 
r200c,cr600f,,,4sAdQc5sJsTcKd,-200|200,DeepStack,parlavecchio.antonio.1 
r300f,,,,9c2d8dKd,-100|100,parlavecchio.antonio.1,DeepStack 
f,,,,7d9s5c9d,50|-50,DeepStack,parlavecchio.antonio.1 
r300c,cr600f,,,8s9dKsJd2hQh2s,-300|300,parlavecchio.antonio.1,DeepStack 
r300r900c,cr2250f,,,Ts9s8sKd2d3c5d,-900|900,DeepStack,parlavecchio.antonio.1 
k,cr200f,,,6h5cJs3hQhAh3s,-100|100,parlavecchio.antonio.1,DeepStack 
f,,,,3hJc6s2h,50|-50,DeepStack,parlavecchio.antonio.1 
r300c,cr900f,,,7h9c5s8hQh6sTh,-300|300,parlavecchio.antonio.1,DeepStack 
r300f,,,,2sQh6cAh,-100|100,DeepStack,parlavecchio.antonio.1 
k,k,k,cr300f,3h8hKs9hTsQs5c4dJh,-100|100,parlavecchio.antonio.1,DeepStack 
r200f,,,,7h3d2dKc,-100|100,DeepStack,parlavecchio.antonio.1 
f,,,,6c7d2s5h,50|-50,parlavecchio.antonio.1,DeepStack 
f,,,,2dTdJh2c,50|-50,DeepStack,parlavecchio.antonio.1 
f,,,,5dQs7c2h,50|-50,parlavecchio.antonio.1,DeepStack 
r300c,k,cr600c,k,8hKsKd6s2h8dQcQd6h,600|-600,DeepStack,parlavecchio.antonio.1 
k,r300f,,,4s6d7sAs3h3c5d,100|-100,parlavecchio.antonio.1,DeepStack 
f,,,,KsTh2d7c,50|-50,DeepStack,parlavecchio.antonio.1 
cr300c,r750c,r1875c,k,JdQcAh6s4sAdTd5cQh,-1875|1875,parlavecchio.antonio.1,DeepStack 
f,,,,4d9h2s8c,50|-50,DeepStack,parlavecchio.antonio.1 
r300r900r20000f,,,,9h8cKsAd,-900|900,parlavecchio.antonio.1,DeepStack 
r300f,,,,6d3c8hKc,-100|100,DeepStack,parlavecchio.antonio.1 
f,,,,5s8c2s7d,50|-50,parlavecchio.antonio.1,DeepStack 
f,,,,ThKs5sJc,50|-50,DeepStack,parlavecchio.antonio.1 
cr300r900c,k,r1800c,cr5400c,8c9hJcKhJh4h8hAh5d,-5400|5400,parlavecchio.antonio.1,DeepStack 
r300r900c,r1800c,r3600r6000c,cr20000c,QhQcTdAdQs5c5h7s6s,20000|-20000,DeepStack,parlavecchio.antonio.1 
r300c,r900f,,,Ah4c4d3sKdTcAd,300|-300,parlavecchio.antonio.1,DeepStack 
r300f,,,,5cJdJcAd,-100|100,DeepStack,parlavecchio.antonio.1 
r300c,r900r1800c,cr20000f,,QsTdKhAcQc2c5cJh,-1800|1800,parlavecchio.antonio.1,DeepStack 
r300f,,,,Ts3cKsKd,-100|100,DeepStack,parlavecchio.antonio.1 
k,k,cr300f,,2s9dQcJdJh7h8sQh,-100|100,parlavecchio.antonio.1,DeepStack 
r300r900c,r1800r2700f,,,Kh6hTs9d9c5h5s,-1800|1800,DeepStack,parlavecchio.antonio.1 
r200c,cr400c,cr1200f,,5c9cJdKd9dQdTs4s,-400|400,parlavecchio.antonio.1,DeepStack 
r200c,cr600f,,,3s4h6d7hAdTc6h,-200|200,DeepStack,parlavecchio.antonio.1 
f,,,,8sJh3d7c,50|-50,parlavecchio.antonio.1,DeepStack 
r300f,,,,7d2d8h8d,-100|100,DeepStack,parlavecchio.antonio.1 
r200c,cr600f,,,Jd8h7hJs5hAdTh,-200|200,parlavecchio.antonio.1,DeepStack 
r300f,,,,8c4sQd6s,-100|100,DeepStack,parlavecchio.antonio.1 
r300c,k,r900c,cr2700f,Kc8s7cJs9dTh8h2h4s,-900|900,parlavecchio.antonio.1,DeepStack 
f,,,,6d9cTs3h,50|-50,DeepStack,parlavecchio.antonio.1 
f,,,,AhAs2d4s,50|-50,parlavecchio.antonio.1,DeepStack 
r200c,cr500f,,,Kd2h5d8cAcAh4h,-200|200,DeepStack,parlavecchio.antonio.1 
r300c,cr900f,,,5c6h3cAs9sJs2d,-300|300,parlavecchio.antonio.1,DeepStack 
r200f,,,,3sTc9c5h,-100|100,DeepStack,parlavecchio.antonio.1 
k,r300r600c,cr1800f,,2c4sKs7s7c3c2dKd,-600|600,parlavecchio.antonio.1,DeepStack 
r300r900c,cr2250f,,,7hAhJhKdTs2c5s,-900|900,DeepStack,parlavecchio.antonio.1 
cr300f,,,,8cQcTh4c,100|-100,parlavecchio.antonio.1,DeepStack 
r300f,,,,5sThAs5d,-100|100,DeepStack,parlavecchio.antonio.1 
r300c,k,k,k,4h6cKh5d8sAc2sJs2h,-300|300,parlavecchio.antonio.1,DeepStack 
r300f,,,,7d5s4d5c,-100|100,DeepStack,parlavecchio.antonio.1 
r300r900c,r2250f,,,JsAd6cTc7dQd4s,900|-900,parlavecchio.antonio.1,DeepStack 
r300c,k,r600f,,5sJs9dTc4s6sQs7s,300|-300,DeepStack,parlavecchio.antonio.1 
cr300c,r750r2250r4600r9200r20000c,,,Ac7cQs9h9d9c2hAsTc,-20000|20000,parlavecchio.antonio.1,DeepStack 
r300r900c,r1800r20000f,,,5dAd9h8h3hKh7c,-1800|1800,DeepStack,parlavecchio.antonio.1 
f,,,,Kc8h3h8c,50|-50,parlavecchio.antonio.1,DeepStack 
r300f,,,,6d8c4s5c,-100|100,DeepStack,parlavecchio.antonio.1 
r300f,,,,7h2d6dTh,-100|100,parlavecchio.antonio.1,DeepStack 
r300r900c,cr2250c,cr5625f,,6s6hQsJdKhKc8cQh,-2250|2250,DeepStack,parlavecchio.antonio.1 
r200r600c,r1500c,r3000f,,JsQh8c7s4dJh6sAh,1500|-1500,parlavecchio.antonio.1,DeepStack 
r300r900f,,,,AhJcQh5d,300|-300,DeepStack,parlavecchio.antonio.1 
r200c,k,r600f,,Jh3s6cAhKc3h7s4c,200|-200,parlavecchio.antonio.1,DeepStack 
cr300c,r600f,,,7d4d6h7hQd3hAc,300|-300,DeepStack,parlavecchio.antonio.1 
r300r900c,r2250f,,,KcTsTc7cAdQd2s,900|-900,parlavecchio.antonio.1,DeepStack 
r200c,cr500c,k,k,KcTd4dKs5sJcAc4s6d,-500|500,DeepStack,parlavecchio.antonio.1 
k,k,k,k,7s3cJs3dQh5hTd5cQs,-100|100,parlavecchio.antonio.1,DeepStack 
r200r600f,,,,AdJhJd6c,200|-200,DeepStack,parlavecchio.antonio.1 
r300c,cr600f,,,As6s8h6hTc7h3h,-300|300,parlavecchio.antonio.1,DeepStack 
r300f,,,,Kd2s5sAc,-100|100,DeepStack,parlavecchio.antonio.1 
r200c,k,k,k,2cKc3c5c5dAh7hQhAd,-200|200,parlavecchio.antonio.1,DeepStack 
r300c,cr900c,cr2250f,,9dQcAdJdJc4sTsTc,-900|900,DeepStack,parlavecchio.antonio.1 
r300f,,,,2d3c8hKc,-100|100,parlavecchio.antonio.1,DeepStack 
f,,,,2dAc2s6c,50|-50,DeepStack,parlavecchio.antonio.1 
r300c,cr600c,k,r20000f,Ac5c2c6c4dQcKs3h2h,600|-600,parlavecchio.antonio.1,DeepStack 
r300f,,,,Qh6s5c5d,-100|100,DeepStack,parlavecchio.antonio.1 
r200c,k,k,cr600f,8cKhAc5c9s3c9hTcJc,-200|200,parlavecchio.antonio.1,DeepStack 
r300r900r2200c,cr5100c,k,k,9d9hTc7hQd5c5s7cTs,-5100|5100,DeepStack,parlavecchio.antonio.1 
cr300f,,,,JhKdTh3c,100|-100,parlavecchio.antonio.1,DeepStack 
f,,,,6c9s2h3c,50|-50,DeepStack,parlavecchio.antonio.1 
r200f,,,,3dTcTh8d,-100|100,parlavecchio.antonio.1,DeepStack 
r200c,k,cr500r1500f,,4hJd6dJhAhTsQc9s,500|-500,DeepStack,parlavecchio.antonio.1 
r300c,k,r900f,,4cAcKcQc6cAh7s3s,300|-300,parlavecchio.antonio.1,DeepStack 
f,,,,Qd4h5sJd,50|-50,DeepStack,parlavecchio.antonio.1 
r300c,cr600c,cr1800f,,7h6dKd4c5s5c9dJs,-600|600,parlavecchio.antonio.1,DeepStack 
f,,,,4s2d9c2c,50|-50,DeepStack,parlavecchio.antonio.1 
r300f,,,,3s9d7s6s,-100|100,parlavecchio.antonio.1,DeepStack 
r300f,,,,5s7c8cAd,-100|100,DeepStack,parlavecchio.antonio.1 
r300f,,,,5dTs8cAh,-100|100,parlavecchio.antonio.1,DeepStack 
f,,,,9hQd8c2d,50|-50,DeepStack,parlavecchio.antonio.1 
f,,,,9hAs2h6s,50|-50,parlavecchio.antonio.1,DeepStack 
r300f,,,,3s2h8cQd,-100|100,DeepStack,parlavecchio.antonio.1 
cr300c,r900f,,,9hTh2c6cQs8d3d,300|-300,parlavecchio.antonio.1,DeepStack 
r300r900c,cr2700f,,,AsQcKh7h7dKd9s,-900|900,DeepStack,parlavecchio.antonio.1 
f,,,,7sAs9d3h,50|-50,parlavecchio.antonio.1,DeepStack 
r300f,,,,4dQsKhTh,-100|100,DeepStack,parlavecchio.antonio.1 
k,k,k,r500f,Qd4c4sJhAs8dJd9hTs,100|-100,parlavecchio.antonio.1,DeepStack 
r300c,k,cr900c,k,4c4h6c5cJs3sJc8h6s,-900|900,DeepStack,parlavecchio.antonio.1 
r200r600r1800c,cr3600r20000c,,,9hTcQdQc8d8s7cJd4c,20000|-20000,parlavecchio.antonio.1,DeepStack 
r300f,,,,Jc4s6c5h,-100|100,DeepStack,parlavecchio.antonio.1 
k,r300f,,,5s8sTs2h3c6d9h,100|-100,parlavecchio.antonio.1,DeepStack 
r300f,,,,7cTd5s6h,-100|100,DeepStack,parlavecchio.antonio.1 
r300f,,,,4sKc8dJs,-100|100,parlavecchio.antonio.1,DeepStack 
r300c,cr750c,k,r2250f,9s3s9d5h3d3cAd2hQs,750|-750,DeepStack,parlavecchio.antonio.1 
r300c,k,k,cr900f,9h4h2d2hKhJdAd6dKd,-300|300,parlavecchio.antonio.1,DeepStack 
r300f,,,,6s5hTs9c,-100|100,DeepStack,parlavecchio.antonio.1 
k,cr300f,,,3sKc3h4c8s2hAs,-100|100,parlavecchio.antonio.1,DeepStack 
f,,,,JsJh5hTs,50|-50,DeepStack,parlavecchio.antonio.1 
r200c,r600c,k,cr3000f,8cTd6d9d2d5dQdAsJs,-600|600,parlavecchio.antonio.1,DeepStack 
r300f,,,,7d2h8c7c,-100|100,DeepStack,parlavecchio.antonio.1 
cr300c,r750f,,,Td8d8cAs5dQh7c,300|-300,parlavecchio.antonio.1,DeepStack 
r200c,k,cr600f,,5d9c5s8cKc6cTdKs,-200|200,DeepStack,parlavecchio.antonio.1 
k,k,k,k,Kh5s4hJh6hAcQcAh4s,-100|100,parlavecchio.antonio.1,DeepStack 
f,,,,Ah7hQc3s,50|-50,DeepStack,parlavecchio.antonio.1 
r300c,cr900f,,,2d2c7cQhTcQdJs,-300|300,parlavecchio.antonio.1,DeepStack 
r200c,k,r400r600c,cr20000c,Qd5sQs2sJs9hKcTd5h,0|0,DeepStack,parlavecchio.antonio.1 
r300f,,,,6s2s5c8c,-100|100,parlavecchio.antonio.1,DeepStack 
r200r600f,,,,TcKcKs4d,200|-200,DeepStack,parlavecchio.antonio.1 
r200r600c,r1500c,k,k,6s6h5c5hAdKdAh9h3s,1500|-1500,parlavecchio.antonio.1,DeepStack 
r300r900c,cr2250c,k,r20000f,KsKd9h6c6sAsJhKh9c,2250|-2250,DeepStack,parlavecchio.antonio.1 
r200c,k,cr400f,,Jh8sAd4s2s5h4h5s,-200|200,parlavecchio.antonio.1,DeepStack 
f,,,,QcKs3s7h,50|-50,DeepStack,parlavecchio.antonio.1 
r300r900r2700r20000f,,,,TdQs4hAs,2700|-2700,parlavecchio.antonio.1,DeepStack 
r200r600c,r1200f,,,5s5h4h3dQd7sQc,600|-600,DeepStack,parlavecchio.antonio.1 
k,r300f,,,6cTd5cKc8sTc6s,100|-100,parlavecchio.antonio.1,DeepStack 
r200r600c,k,cr1500f,,4h4d6h5cKc7d9s6d,-600|600,DeepStack,parlavecchio.antonio.1 
r300c,r900f,,,Kh9h3sQd5d3c2h,300|-300,parlavecchio.antonio.1,DeepStack 
r300c,cr750c,cr1875c,k,9cJsAh7cKcKd9d7h2s,1875|-1875,DeepStack,parlavecchio.antonio.1 
r300c,r900r1800r20000f,,,6sKs6dAhAs5dQs,1800|-1800,parlavecchio.antonio.1,DeepStack 
f,,,,3c3hKd2s,50|-50,DeepStack,parlavecchio.antonio.1 
r200c,r600c,r1500f,,2h5h4d4c5cAc3hJh,600|-600,parlavecchio.antonio.1,DeepStack 
r300c,cr900f,,,5h2hTsTd7dQsQd,-300|300,DeepStack,parlavecchio.antonio.1 
r200r600f,,,,JcAc7dQh,200|-200,parlavecchio.antonio.1,DeepStack 
r300c,cr900c,cr2250c,k,AcTh8c9dAs9c4c3s2d,2250|-2250,DeepStack,parlavecchio.antonio.1 
r300f,,,,Kd2c5c5d,-100|100,parlavecchio.antonio.1,DeepStack 
r300f,,,,3d7cTdTh,-100|100,DeepStack,parlavecchio.antonio.1 
r300r900f,,,,JdJh4d6s,300|-300,parlavecchio.antonio.1,DeepStack 
f,,,,Kc9d9h2s,50|-50,DeepStack,parlavecchio.antonio.1 
f,,,,9d3c3s2h,50|-50,parlavecchio.antonio.1,DeepStack 
r300c,cr900c,cr2700c,cr6750c,AcTdAh8dAd2s3c9d3h,6750|-6750,DeepStack,parlavecchio.antonio.1 
r300r900r20000c,,,,8hThKhAcAh7cJd3dTd,-20000|20000,parlavecchio.antonio.1,DeepStack 
r300c,r900c,r2700f,,7cJc8s9d6cJd4d5h,900|-900,parlavecchio.antonio.3,DeepStack 
r300f,,,,2h7h8sKd,-100|100,DeepStack,parlavecchio.antonio.3 
r300c,cr600f,,,8d3hJs5hQsTh2s,-300|300,parlavecchio.antonio.3,DeepStack 
r200c,k,cr600r1800c,cr5400f,2d8d3sJh7d9c4d5dQd,-1800|1800,DeepStack,parlavecchio.antonio.3 
r300c,cr600c,r900c,cr1800c,5h4cJh8s6c4hJc9h3c,-1800|1800,parlavecchio.antonio.3,DeepStack 
r300c,k,k,k,5dAc2dJh4cTs5s9sKd,300|-300,DeepStack,parlavecchio.antonio.3 
cr300f,,,,7dJcQh2s,100|-100,parlavecchio.antonio.3,DeepStack 
r300c,cr900f,,,8cAhJh3cQh9c3d,-300|300,DeepStack,parlavecchio.antonio.3 
r200c,cr400f,,,5h9hAd6hAs2dQc,-200|200,parlavecchio.antonio.3,DeepStack 
k,k,k,k,7sQc8s2d2hJs9c4s5h,-100|100,DeepStack,parlavecchio.antonio.3 
cr300c,r900f,,,JhJcJd7sAcKs2d,300|-300,parlavecchio.antonio.3,DeepStack 
k,cr200r400c,cr1000f,,4hAc5hJd7s7h3h8h,-400|400,DeepStack,parlavecchio.antonio.3 
r300c,r750f,,,Ad6s8c5s6d6h3h,300|-300,parlavecchio.antonio.3,DeepStack 
r300r900r2250c,k,k,cr4500f,Th9hQsQdAhJd3c7sAs,-2250|2250,DeepStack,parlavecchio.antonio.3 
r200f,,,,5s2hThAc,-100|100,parlavecchio.antonio.3,DeepStack 
r300f,,,,Ts7hThKc,-100|100,DeepStack,parlavecchio.antonio.3 
r200r600c,r1800f,,,QhAs7h3hTd5sTs,600|-600,parlavecchio.antonio.3,DeepStack 
cr300c,r600c,cr1800f,,Kc4c5hQd9h8cTd7h,-600|600,DeepStack,parlavecchio.antonio.3 
r300r900f,,,,JcAh8d3d,300|-300,parlavecchio.antonio.3,DeepStack 
r300f,,,,Js3dTd9c,-100|100,DeepStack,parlavecchio.antonio.3 
r300c,r750c,r1875f,,8hAh5hQsAs5d9cTc,750|-750,parlavecchio.antonio.3,DeepStack 
r500r1500c,r3000r20000c,,,AcJs8s8d9c5c7c8hKd,-20000|20000,DeepStack,parlavecchio.antonio.3 
