PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
r200r300r900c,k,r2700c,r20000c,AcQs7dAdAh3h8hAs8c,0|0,sethi.muskan.4,DeepStack 
f,,,,6h8d5c6s,50|-50,DeepStack,sethi.muskan.4 
r20000f,,,,6hQc2h2s,-100|100,DeepStack,sethi.muskan.1 
r300r500c,r1500f,,,JsJdTd4d9d5h7s,500|-500,sethi.muskan.4,DeepStack 
r200f,,,,4d9h8cQh,-100|100,sethi.muskan.1,DeepStack 
r200c,cr500c,cr1500c,k,3hKcQhAd4d6cKdJc4s,1500|-1500,DeepStack,sethi.muskan.4 
k,cr250f,,,5d8c6c7cTd7hAd,-100|100,DeepStack,sethi.muskan.1 
k,k,cr200c,cr600f,7d3hQh4h8sKs7hKhTh,-200|200,sethi.muskan.4,DeepStack 
r200r600r1800r3000r6000c,r20000c,,,QcJc9hTc9dTh2sAs8d,20000|-20000,sethi.muskan.1,DeepStack 
r200c,r400r1000f,,,Jc7s3dJs6s3sAs,-400|400,DeepStack,sethi.muskan.1 
r200c,k,cr600f,,7h8sTdQsKsAc3c4c,-200|200,DeepStack,sethi.muskan.4 
r300c,cr600f,,,Js9h4dJhAc5d6d,-300|300,sethi.muskan.4,DeepStack 
k,r300c,cr600c,r3000f,8s7hAs3s5sJd9h2s6c,600|-600,sethi.muskan.1,DeepStack 
r200c,cr600f,,,5hKsKcAdJd9c9s,-200|200,DeepStack,sethi.muskan.4 
cr500f,,,,QcJcQh3s,100|-100,sethi.muskan.4,DeepStack 
r200r600c,r1800f,,,5d6dAs9s3hTdKc,600|-600,DeepStack,sethi.muskan.1 
r200c,r600c,r1800f,,TsJh7sJs8cQh9c9h,600|-600,DeepStack,sethi.muskan.4 
cr300c,cr900c,r2250r6750f,,QcKd5s9s9d5hJs4s,-2250|2250,sethi.muskan.1,DeepStack 
r300r750c,r2250f,,,4sAs2cJc9hKs6c,750|-750,sethi.muskan.4,DeepStack 
f,,,,Ks7c5h4d,50|-50,DeepStack,sethi.muskan.4 
r300r500c,r1500f,,,9sJhAs9cQhTcQc,500|-500,sethi.muskan.4,DeepStack 
f,,,,7s2cJs5d,50|-50,DeepStack,sethi.muskan.4 
r200c,k,k,cr600f,4h3s8c9hQh7cQsJcTh,-200|200,DeepStack,sethi.muskan.1 
r200f,,,,9h5s4dQs,-100|100,sethi.muskan.4,DeepStack 
r300f,,,,Td6cKs9d,-100|100,DeepStack,sethi.muskan.4 
k,r300c,r900f,,Td6cAc9dTs4s2h8h,300|-300,sethi.muskan.4,DeepStack 
r300f,,,,3hTdKc8d,-100|100,sethi.muskan.1,DeepStack 
f,,,,6hTs4h2c,50|-50,DeepStack,sethi.muskan.4 
cr300c,r900c,cr1800c,r9000c,9dKc9sTcTs8sQdTd5s,-9000|9000,sethi.muskan.4,DeepStack 
cr300c,cr750f,,,6d7s5s6s4cTdKc,-300|300,DeepStack,sethi.muskan.1 
f,,,,5hKhTc9s,50|-50,DeepStack,sethi.muskan.4 
k,r300f,,,2hKh9c4h8hQh2s,100|-100,sethi.muskan.1,DeepStack 
r300r900c,r2700f,,,Jc7hKd8c3cJdQd,900|-900,sethi.muskan.4,DeepStack 
cr300f,,,,5h2hKs6d,100|-100,DeepStack,sethi.muskan.1 
r300r900c,cr2700c,k,cr8100f,ThAh6dQd6c4c4h8h8c,-2700|2700,DeepStack,sethi.muskan.4 
r300f,,,,9h6dQcAs,-100|100,sethi.muskan.1,DeepStack 
r200f,,,,3cJdAd3d,-100|100,sethi.muskan.4,DeepStack 
k,k,k,k,8d4s2c7c8s5sTd5d9s,100|-100,DeepStack,sethi.muskan.1 
r300c,cr750c,cr1875f,,6hJhQd9c3hJsKs9s,-750|750,DeepStack,sethi.muskan.4 
r300f,,,,4s7hAcKs,-100|100,sethi.muskan.4,DeepStack 
f,,,,4cKd7h3s,50|-50,DeepStack,sethi.muskan.4 
r300c,r900r1800r5400f,,,QcQhQd3c3d2d5h,1800|-1800,sethi.muskan.1,DeepStack 
r200c,k,r600f,,9d5d8d9h5hJd4s6d,200|-200,sethi.muskan.4,DeepStack 
r300f,,,,3h2s9c8d,-100|100,DeepStack,sethi.muskan.4 
r200f,,,,6cTs9c5c,-100|100,sethi.muskan.4,DeepStack 
r200f,,,,3h9cQdAd,-100|100,DeepStack,sethi.muskan.1 
cr20000f,,,,Ad4s6d8d,100|-100,sethi.muskan.1,DeepStack 
f,,,,7c3sQc5s,50|-50,DeepStack,sethi.muskan.4 
k,k,cr300f,,5sJc9cAs3h4hAh6d,-100|100,sethi.muskan.4,DeepStack 
f,,,,5dQhTd3s,50|-50,DeepStack,sethi.muskan.1 
r300c,cr900f,,,3d6c9s8c4hQhTd,-300|300,sethi.muskan.1,DeepStack 
r200r600r20000f,,,,JhAsJsKh,-600|600,DeepStack,sethi.muskan.4 
f,,,,8s2s7d3c,50|-50,sethi.muskan.4,DeepStack 
f,,,,Td7h5cTh,50|-50,DeepStack,sethi.muskan.4 
f,,,,Qc3s8c6h,50|-50,DeepStack,sethi.muskan.1 
r300c,cr900c,r2700f,,9s8hAhJh6h2d9cQs,900|-900,sethi.muskan.4,DeepStack 
r300f,,,,2c5hAh9d,-100|100,sethi.muskan.1,DeepStack 
r200c,cr600r1200c,cr3600f,,As2d9d9hJd3s5d9c,-1200|1200,DeepStack,sethi.muskan.4 
k,cr300f,,,2hAdKdKsTc8s7s,-100|100,DeepStack,sethi.muskan.1 
k,cr200f,,,4sJc6c3cQh6sAs,-100|100,sethi.muskan.4,DeepStack 
r300c,cr900c,r2700f,,QsJcKc5d9d8c7c8s,900|-900,sethi.muskan.1,DeepStack 
k,k,r200r600f,,9h6dKc6h8h5hKhJc,-200|200,DeepStack,sethi.muskan.4 
r300f,,,,3dTs7hKh,-100|100,DeepStack,sethi.muskan.1 
f,,,,KhQd9s2c,50|-50,sethi.muskan.4,DeepStack 
r200f,,,,3s6cAhQd,-100|100,DeepStack,sethi.muskan.4 
k,k,r300c,k,2sKh6c8d8c9h4hTdJc,-300|300,sethi.muskan.1,DeepStack 
r300c,k,r1500f,,4d3d7dJhKh4s3s8h,300|-300,sethi.muskan.4,DeepStack 
r200c,cr600c,cr1800f,,Jc6d6s8s4sJsTs8d,-600|600,DeepStack,sethi.muskan.4 
f,,,,3hKhTc8s,50|-50,DeepStack,sethi.muskan.1 
k,k,k,k,5h9hJs3h2c7sKcThTd,-100|100,sethi.muskan.4,DeepStack 
k,cr200f,,,2h3s4c9h8h8d5s,-100|100,sethi.muskan.1,DeepStack 
cr300r500r1000r1500c,r4500r7500f,,,7s7d8d2dAdQd6s,-4500|4500,DeepStack,sethi.muskan.4 
r200c,cr500c,k,k,8s5dThQcJs5c8d6cKc,500|-500,DeepStack,sethi.muskan.1 
r300r500r1500f,,,,9s3d7sKc,-500|500,sethi.muskan.4,DeepStack 
r200c,cr600f,,,Jc7hKhKd9d5d3s,-200|200,DeepStack,sethi.muskan.4 
k,r300f,,,6h4hTs2h6dAsQs,100|-100,sethi.muskan.4,DeepStack 
r200c,k,cr400c,r2000f,KdAs4cTcQc5d2c5c5h,400|-400,sethi.muskan.1,DeepStack 
r200c,cr600c,cr1800f,,2sKhQd5hQc9d2dAh,-600|600,DeepStack,sethi.muskan.4 
f,,,,4s3c3d9s,50|-50,DeepStack,sethi.muskan.1 
r300r500c,r1500f,,,8h5h4hKd8c7dJc,500|-500,sethi.muskan.4,DeepStack 
cr300c,r900f,,,2sAd6cKc4sAs2h,300|-300,sethi.muskan.1,DeepStack 
cr300c,r600f,,,7dAh8cQs5h2h4d,300|-300,DeepStack,sethi.muskan.4 
r200r600c,cr1800c,k,k,AhAd3c3s8dTc9d4dKd,1800|-1800,DeepStack,sethi.muskan.1 
r300c,r900c,k,k,Kc8s3sAh3d4d2c9c9s,-900|900,sethi.muskan.4,DeepStack 
f,,,,AcKs2h9c,50|-50,DeepStack,sethi.muskan.4 
r300c,r750c,r2250f,,Kh4h9s9d2cTsAsQd,750|-750,sethi.muskan.4,DeepStack 
r300r500c,r1500c,k,r4500f,8h8s5hJcJh7s7d8cTc,1500|-1500,sethi.muskan.1,DeepStack 
f,,,,3c9d8d4h,50|-50,DeepStack,sethi.muskan.4 
k,r300f,,,3h2c7cAh2h3dTd,100|-100,sethi.muskan.4,DeepStack 
r200r600c,r1200f,,,9c9sKdQd9h6c4c,600|-600,DeepStack,sethi.muskan.1 
f,,,,2dQc3hTc,50|-50,DeepStack,sethi.muskan.4 
r300c,r900c,r2700f,,6sAh5hAc4c8hQh9s,900|-900,sethi.muskan.1,DeepStack 
r300c,cr900c,k,r2700f,QcTs8s6cThAc9c5sQh,900|-900,sethi.muskan.4,DeepStack 
f,,,,Jd2d5s2h,50|-50,DeepStack,sethi.muskan.4 
f,,,,7c6d9cTd,50|-50,DeepStack,sethi.muskan.1 
r200c,r600c,r1800c,r5400c,6d5dTc7h2c7c8s6c2s,-5400|5400,sethi.muskan.4,DeepStack 
k,r250r500f,,,6c3sTd5c5hTs9h,-250|250,sethi.muskan.1,DeepStack 
f,,,,7cJs4s2h,50|-50,DeepStack,sethi.muskan.4 
r300c,k,r900r2700r13500r20000c,,Jd7h7dAcQh7c7s9hAs,-20000|20000,sethi.muskan.4,DeepStack 
r300f,,,,2s4hAh5s,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,2cQhKcAd,-100|100,sethi.muskan.1,DeepStack 
f,,,,4s5d7s2d,50|-50,DeepStack,sethi.muskan.4 
f,,,,4h9c5sTh,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,2sJc2d3d,-100|100,sethi.muskan.4,DeepStack 
k,r250c,k,k,Qc5hQhTd4c4d6h9sAh,-250|250,sethi.muskan.1,DeepStack 
r200c,cr500f,,,Kh3d9h6h9s4cAc,-200|200,DeepStack,sethi.muskan.4 
r300c,k,cr600f,,3s3cJd5h6cKc8dTh,-300|300,sethi.muskan.4,DeepStack 
f,,,,6c6s2cTd,50|-50,DeepStack,sethi.muskan.1 
r200c,r600f,,,5c9cKs8c5d9s6h,200|-200,sethi.muskan.1,DeepStack 
r200c,cr600c,k,k,6s3hKc9cAs2c3d2h4d,600|-600,DeepStack,sethi.muskan.4 
f,,,,JhAh8d2s,50|-50,DeepStack,sethi.muskan.1 
r300c,k,k,cr900c,4d5d9cJs7hQsJd4s7c,-900|900,sethi.muskan.1,DeepStack 
r300f,,,,Qc3hJsAh,-100|100,sethi.muskan.4,DeepStack 
r200f,,,,3c7dAhKd,-100|100,DeepStack,sethi.muskan.4 
f,,,,2cTs2d7c,50|-50,sethi.muskan.4,DeepStack 
f,,,,8d6c7cTd,50|-50,DeepStack,sethi.muskan.4 
f,,,,9s8c5c3d,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,7h6c8d7d,-100|100,sethi.muskan.4,DeepStack 
f,,,,7h4s8hTs,50|-50,DeepStack,sethi.muskan.4 
r200c,r600r1800c,k,cr20000f,5dQc8c5cQsTcKcAhJs,-1800|1800,sethi.muskan.1,DeepStack 
cr300f,,,,AcJs4cQd,100|-100,sethi.muskan.4,DeepStack 
f,,,,3c5s6d9s,50|-50,DeepStack,sethi.muskan.4 
r200c,cr600f,,,6cAs2dTd9c5dQs,-200|200,sethi.muskan.4,DeepStack 
r200r600c,r1200c,r3600c,cr10800f,QcAcAd4h6sKdJd5hQd,-3600|3600,DeepStack,sethi.muskan.4 
f,,,,QsKh7cKd,50|-50,DeepStack,sethi.muskan.1 
k,cr300f,,,9hTs5h3c2s6h4d,-100|100,sethi.muskan.1,DeepStack 
r200f,,,,2cTh6c6s,-100|100,sethi.muskan.4,DeepStack 
f,,,,8dJh5d2h,50|-50,DeepStack,sethi.muskan.1 
f,,,,Ks9cTs9d,50|-50,DeepStack,sethi.muskan.4 
r300r900c,r2700f,,,6s9s3s3cQdJd8s,900|-900,sethi.muskan.4,DeepStack 
k,r300f,,,Tc2s9d5c3s8s2h,100|-100,sethi.muskan.1,DeepStack 
r200r600r1800c,k,cr5400f,,8c9c8d9d4dAsJcQd,-1800|1800,DeepStack,sethi.muskan.4 
f,,,,4c5h8c4s,50|-50,DeepStack,sethi.muskan.1 
cr300f,,,,9d8d3h6d,100|-100,sethi.muskan.1,DeepStack 
f,,,,AsTdKh9c,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,6d8cQsKs,-100|100,sethi.muskan.4,DeepStack 
k,cr300f,,,2h7sQc9d3s5h8d,-100|100,sethi.muskan.1,DeepStack 
f,,,,Jc4hKc4d,50|-50,DeepStack,sethi.muskan.4 
k,cr200f,,,8d2h6sKd6cAs3d,-100|100,sethi.muskan.4,DeepStack 
r250c,cr625f,,,Ad5h3d3hTs8d3c,-250|250,DeepStack,sethi.muskan.4 
r200c,cr600c,k,k,QhJs9c9d5c8cTdKd2d,-600|600,DeepStack,sethi.muskan.1 
f,,,,3hKd8d2c,50|-50,sethi.muskan.4,DeepStack 
f,,,,9sJh6h5c,50|-50,DeepStack,sethi.muskan.4 
r300r900c,r2700c,r8100c,k,Ah7c7h7d4d3hTh9h4s,-8100|8100,sethi.muskan.4,DeepStack 
r300f,,,,7s2cJcJs,-100|100,sethi.muskan.1,DeepStack 
f,,,,5d2c8c3d,50|-50,DeepStack,sethi.muskan.1 
r250f,,,,3c4s6c9c,-100|100,DeepStack,sethi.muskan.4 
r300c,cr600f,,,5c7s9sKsKdQd3s,-300|300,sethi.muskan.1,DeepStack 
k,r300f,,,5h6c3dQh7hJs7s,100|-100,sethi.muskan.4,DeepStack 
r250r750r1250c,r2500c,r5000c,r10000c,Jc8cKh5s7hAc5c7c4c,10000|-10000,DeepStack,sethi.muskan.4 
r200r600r1000c,cr3000c,r6000c,r18000c,ThJdQcQhTdKd5hJs6s,18000|-18000,DeepStack,sethi.muskan.1 
f,,,,9hAh6d2h,50|-50,sethi.muskan.4,DeepStack 
r200c,cr600f,,,Th8c4dAs3sQc2c,-200|200,DeepStack,sethi.muskan.4 
f,,,,5s4s7s2d,50|-50,sethi.muskan.4,DeepStack 
f,,,,7c3cKc4s,50|-50,DeepStack,sethi.muskan.4 
r300c,k,r400r800f,,3cQc7s2s5d2hKd7h,-400|400,sethi.muskan.1,DeepStack 
k,k,r250c,r1250f,2d3dTdQs5hKh8sQc3h,250|-250,sethi.muskan.4,DeepStack 
r200r600c,r1200c,r3600c,k,QdKs5s2s2dJd3s9s9c,-3600|3600,DeepStack,sethi.muskan.1 
k,k,r300c,r900f,Ah8d9hAcQs2d4dAdQd,300|-300,sethi.muskan.1,DeepStack 
f,,,,ThTd7cTs,50|-50,DeepStack,sethi.muskan.1 
r300c,cr600f,,,6hThQcAd3c7s2c,-300|300,sethi.muskan.1,DeepStack 
r200c,cr500c,cr1500f,,6s7cQhTs9d4cKsJd,-500|500,DeepStack,sethi.muskan.1 
r300f,,,,Kh7dJs8d,-100|100,sethi.muskan.1,DeepStack 
f,,,,QhJc5s3c,50|-50,DeepStack,sethi.muskan.1 
cr250f,,,,QhAh3sTh,100|-100,sethi.muskan.1,DeepStack 
r200c,cr600c,k,k,Tc2cKcAc8d2s4dJcQh,600|-600,DeepStack,sethi.muskan.1 
k,cr200f,,,7d2hAh9cKd4dJs,-100|100,sethi.muskan.1,DeepStack 
f,,,,8sKsJd3s,50|-50,DeepStack,sethi.muskan.1 
cr250r750f,,,,4d8c9sTc,-250|250,sethi.muskan.1,DeepStack 
r300f,,,,4d5c9h9c,-100|100,DeepStack,sethi.muskan.1 
k,r300c,k,r900f,3sTc2hAhKs9d4sJh2c,300|-300,sethi.muskan.1,DeepStack 
r200c,k,k,cr1000r2000c,3dAdJsQd6s2cJd9s9d,-2000|2000,DeepStack,sethi.muskan.1 
r300r750f,,,,8s6sKs2h,300|-300,sethi.muskan.1,DeepStack 
r300c,k,r600r1800f,,Kd6c4s3sQc5sTs9s,-600|600,DeepStack,sethi.muskan.1 
r300r750c,r1875c,k,k,9s7hJsQcJcKh5s7c4h,-1875|1875,sethi.muskan.1,DeepStack 
f,,,,7cJhTs4d,50|-50,DeepStack,sethi.muskan.1 
r200r600f,,,,Ad8d6d8s,200|-200,sethi.muskan.1,DeepStack 
r250f,,,,5h8c5sQs,-100|100,DeepStack,sethi.muskan.1 
cr300c,r750f,,,JcAs5c7d3h3dKc,300|-300,sethi.muskan.1,DeepStack 
f,,,,Kh3h3c4h,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,7s9dJh3h,-100|100,sethi.muskan.1,DeepStack 
r200c,k,r400r1200c,cr6000f,2s7sKdJd2dJsJh8sAc,-1200|1200,DeepStack,sethi.muskan.1 
k,r300c,k,r1500f,4d7sKc5c5sAh2c3s8h,300|-300,sethi.muskan.1,DeepStack 
r300f,,,,6hQsQc9c,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,Td3hKc7h,-100|100,sethi.muskan.1,DeepStack 
cr300c,r600c,k,r1800c,8hTc4c6cJd4s5h9c7c,1800|-1800,DeepStack,sethi.muskan.1 
r200f,,,,2c8sJhQs,-100|100,sethi.muskan.1,DeepStack 
r300c,cr900r1800c,cr5400f,,Ah6sQsKsQh5h2hQd,-1800|1800,DeepStack,sethi.muskan.1 
r250r750r1250c,cr3750f,,,TcJsTh9h3s5h7h,-1250|1250,DeepStack,sethi.muskan.4 
r300r750f,,,,JcKh4hKd,300|-300,sethi.muskan.1,DeepStack 
r300c,r750c,r1875c,k,Qd3dKsKd7d7c9s5hAd,-1875|1875,sethi.muskan.4,DeepStack 
f,,,,8sQs3hQd,50|-50,DeepStack,sethi.muskan.1 
cr300c,r900c,cr1800r5400c,r20000f,4dJsTcQdQc6sJdAh4h,5400|-5400,sethi.muskan.1,DeepStack 
r250c,k,k,r750r1875f,8hTc6cJd5cAh7d8cAc,-750|750,DeepStack,sethi.muskan.4 
r300r900r2700r8100c,k,k,r20000f,ThJhTcTdQsQhKc8d9d,8100|-8100,sethi.muskan.4,DeepStack 
r300c,cr900f,,,6d8hKc4dTdJdKs,-300|300,DeepStack,sethi.muskan.1 
r300r900c,r2250r4500c,k,k,4hTh3d6d4cKs7hJd6c,-4500|4500,sethi.muskan.1,DeepStack 
r300f,,,,8s4hAc7h,-100|100,DeepStack,sethi.muskan.4 
r300r900f,,,,JcTd5sKc,300|-300,sethi.muskan.4,DeepStack 
f,,,,Kc7d2d8h,50|-50,DeepStack,sethi.muskan.4 
k,cr300f,,,Jc6d7dQc4dTcQd,-100|100,sethi.muskan.4,DeepStack 
f,,,,Th2d6h7c,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,9s2cQd4h,-100|100,sethi.muskan.1,DeepStack 
r300r900r1500c,cr4500c,r9000f,,9hAh4s4hAd7dAs3d,4500|-4500,DeepStack,sethi.muskan.1 
r300f,,,,3s9cKd7d,-100|100,DeepStack,sethi.muskan.4 
k,r250r500f,,,TdKc8d6d7dJs5h,-250|250,sethi.muskan.4,DeepStack 
f,,,,6c5c7dQh,50|-50,DeepStack,sethi.muskan.4 
r200r500c,r1500f,,,4dTcJh2hQc4s7s,500|-500,sethi.muskan.1,DeepStack 
r300f,,,,2hTd5cJd,-100|100,sethi.muskan.4,DeepStack 
k,cr250c,k,r750c,5cAh6c7d3dThKdJs4h,750|-750,DeepStack,sethi.muskan.4 
f,,,,5c3h2h6c,50|-50,DeepStack,sethi.muskan.1 
cr300f,,,,3hKh2c5d,100|-100,sethi.muskan.1,DeepStack 
f,,,,9h4s2h9s,50|-50,DeepStack,sethi.muskan.1 
r200r600f,,,,9sAdKd8s,200|-200,sethi.muskan.1,DeepStack 
r300r900c,cr2250f,,,Ac4c5s3s9h5cJh,-900|900,DeepStack,sethi.muskan.1 
r300r900c,r4500f,,,Qc7sTdKd6h9s8h,900|-900,sethi.muskan.1,DeepStack 
f,,,,2cJhTd3s,50|-50,DeepStack,sethi.muskan.1 
k,r250f,,,Ts4h5h8c7cQdAs,100|-100,sethi.muskan.1,DeepStack 
cr300f,,,,5h9h8h4c,100|-100,sethi.muskan.4,DeepStack 
r300f,,,,9c4s4h3h,-100|100,DeepStack,sethi.muskan.4 
r300c,k,cr900f,,Jc4cKs8h7h3d7d8s,-300|300,DeepStack,sethi.muskan.1 
r300f,,,,5c3s7dTd,-100|100,sethi.muskan.4,DeepStack 
r250r750c,cr2250f,,,8d7d2cQhThQc7h,-750|750,DeepStack,sethi.muskan.4 
r200r600c,r3000c,r9000f,,Kd6hAsQcQd6dKcTd,3000|-3000,sethi.muskan.1,DeepStack 
cr300r1500c,k,cr3750c,k,7c7dQd4dJs7sJd2hTc,3750|-3750,DeepStack,sethi.muskan.1 
r300r900f,,,,Kh3h7d9s,300|-300,sethi.muskan.4,DeepStack 
f,,,,8cJsTs5c,50|-50,DeepStack,sethi.muskan.4 
r300c,k,k,cr600c,Qs8d8cKsJh7cAsQh9h,600|-600,sethi.muskan.4,DeepStack 
cr500c,r1500f,,,TsKsKc6cJdAsKh,500|-500,sethi.muskan.1,DeepStack 
r300f,,,,3s7hKcKd,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,6cJh7s8s,-100|100,sethi.muskan.1,DeepStack 
r500f,,,,4sTcTd8d,-100|100,DeepStack,sethi.muskan.1 
k,cr200r600r1200c,k,r3600c,Jd7h3dJh3cTsJcQh6h,-3600|3600,sethi.muskan.1,DeepStack 
k,cr500c,cr2500c,cr12500f,4s8hJd8c8s5s4c6c2s,-2500|2500,DeepStack,sethi.muskan.1 
r300c,cr900f,,,9cAs2sKs2dTs6c,-300|300,DeepStack,sethi.muskan.4 
r300f,,,,8c5sKd7h,-100|100,sethi.muskan.4,DeepStack 
r300c,r1500f,,,6cAsJd6h4c2sAc,300|-300,sethi.muskan.1,DeepStack 
r300c,cr900f,,,Kc3cKdTh7c7hTs,-300|300,DeepStack,sethi.muskan.1 
f,,,,2sTd7h4h,50|-50,DeepStack,sethi.muskan.4 
k,cr200f,,,3sTc2d5c4sKdQh,-100|100,sethi.muskan.4,DeepStack 
k,k,k,r500c,4h7cJc3h8cJs8s4d2h,-500|500,sethi.muskan.1,DeepStack 
r300f,,,,Jd3c4s4c,-100|100,DeepStack,sethi.muskan.4 
r300r900r2700c,r8100f,,,9sTd7dAd6c3dTs,2700|-2700,sethi.muskan.4,DeepStack 
r300c,cr1500c,k,cr7500f,Kd5dAsKcJcQd2d8h2s,-1500|1500,DeepStack,sethi.muskan.1 
r300c,k,r600r1800c,cr20000f,8h9s6dTd7d7s9c8sJd,-1800|1800,DeepStack,sethi.muskan.4 
r300r900r2700c,k,r13500f,,Jd3d7c6c4cAd8sTd,2700|-2700,sethi.muskan.1,DeepStack 
r200r600r1800r20000c,,,,3hAcAsAd8c3s8sJhKc,-20000|20000,sethi.muskan.4,DeepStack 
r300c,cr900c,cr2700f,,Ks3sKdTc2s2h9hTh,-900|900,DeepStack,sethi.muskan.1 
r200c,k,k,k,6h5c7h5s3sThQsQcTs,-200|200,DeepStack,sethi.muskan.4 
r200f,,,,7sJcThTc,-100|100,sethi.muskan.1,DeepStack 
f,,,,TdQc3s7h,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,7s4sJh9d,-100|100,sethi.muskan.4,DeepStack 
r200f,,,,Jh4dQh8d,-100|100,sethi.muskan.1,DeepStack 
r250f,,,,Ts2d2h6h,-100|100,DeepStack,sethi.muskan.4 
f,,,,Tc3s9c7d,50|-50,DeepStack,sethi.muskan.1 
r300r900f,,,,QdKd7dQc,300|-300,sethi.muskan.4,DeepStack 
r300r750c,r2250r6750c,cr20000c,,QsJc7c9s7dKhJs5d8c,20000|-20000,sethi.muskan.1,DeepStack 
r250f,,,,2sKcQd4d,-100|100,DeepStack,sethi.muskan.4 
r300r750c,r2250f,,,KsAc5cQhTs9h8c,750|-750,sethi.muskan.4,DeepStack 
r300r900c,r1800c,r5400r16200f,,6h7h5cAhAcJh5sTh,-5400|5400,DeepStack,sethi.muskan.1 
r250f,,,,2cKd2hAs,-100|100,DeepStack,sethi.muskan.4 
k,cr300c,k,r750c,5c7h6c8c2d9sQh6dJc,-750|750,sethi.muskan.4,DeepStack 
r300r750c,r2250r4500c,k,cr13500f,Kc3d6cQc3h5s7d8d6h,-4500|4500,sethi.muskan.1,DeepStack 
k,k,k,cr500f,2cTs7dKs6c2h4s3sKc,-100|100,DeepStack,sethi.muskan.4 
f,,,,4dKh3s9c,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,4s2hJdAd,-100|100,sethi.muskan.4,DeepStack 
r200c,r600r1200c,k,r6000c,KcKdJd8sAh3d7d2dAd,6000|-6000,sethi.muskan.1,DeepStack 
r250c,cr500r1500r4500c,k,k,9s7c5s3s4c8s6dAh7d,-4500|4500,DeepStack,sethi.muskan.4 
r300r900r4500f,,,,As4sAh8s,-900|900,DeepStack,sethi.muskan.1 
k,k,k,r500f,4c5h2dQh3s2hAdKs8c,100|-100,sethi.muskan.4,DeepStack 
r200r600c,r1800f,,,Kh9c2c2dQc6hTh,600|-600,sethi.muskan.1,DeepStack 
r300r900r2700f,,,,6c5c9h5h,-900|900,DeepStack,sethi.muskan.4 
r300f,,,,9h4dAh6s,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,4sJhQd3h,-100|100,sethi.muskan.1,DeepStack 
r300r500c,r1500f,,,AsJh4dQh2sJc7h,500|-500,sethi.muskan.4,DeepStack 
r300r900r2700f,,,,ThKsTcKh,-900|900,DeepStack,sethi.muskan.1 
f,,,,Jh8h7s4d,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,Qs7dQcJc,-100|100,sethi.muskan.4,DeepStack 
r300r900f,,,,4c8c6c9s,300|-300,sethi.muskan.1,DeepStack 
f,,,,KdQs3sTd,50|-50,DeepStack,sethi.muskan.4 
r300c,cr1500f,,,2c2dTh6h8hAd3h,-300|300,DeepStack,sethi.muskan.1 
r300r900c,r2700f,,,8s8hTh9s4hAcJh,900|-900,sethi.muskan.4,DeepStack 
f,,,,Ks5c4s6d,50|-50,DeepStack,sethi.muskan.4 
k,k,k,k,5d6h2hAhQd3s7dTs2s,-100|100,sethi.muskan.4,DeepStack 
k,cr200f,,,Jc3h7c4sQhKdQd,-100|100,sethi.muskan.1,DeepStack 
r250r750f,,,,9sTh5dTd,250|-250,DeepStack,sethi.muskan.4 
r300f,,,,7s5hQsJd,-100|100,DeepStack,sethi.muskan.1 
r200c,k,k,cr600f,8cKhJd3dAcQdJh9hJs,-200|200,sethi.muskan.1,DeepStack 
r200f,,,,3h4sAhJs,-100|100,sethi.muskan.4,DeepStack 
r300c,cr900c,k,k,9d6dTsQh7dKd7h8s5d,900|-900,DeepStack,sethi.muskan.4 
r300f,,,,Tc5s9s7h,-100|100,sethi.muskan.4,DeepStack 
r300c,cr900c,k,cr2700f,Kd6d8h9h2d4h9sJd6h,-900|900,DeepStack,sethi.muskan.4 
r300f,,,,7dKsJdAd,-100|100,sethi.muskan.4,DeepStack 
cr300f,,,,6c6s9d4d,100|-100,DeepStack,sethi.muskan.4 
f,,,,5c4d2cJd,50|-50,DeepStack,sethi.muskan.1 
k,k,k,k,6c7d6s9sAc9h7cJc4s,-100|100,sethi.muskan.4,DeepStack 
k,cr300f,,,6dJcQcKs9cQd7c,-100|100,sethi.muskan.1,DeepStack 
f,,,,Ah2s8cKd,50|-50,DeepStack,sethi.muskan.4 
r300c,r900c,k,cr1800f,8hKcJsTc4h3s8sQd5s,-900|900,sethi.muskan.4,DeepStack 
r200c,cr600f,,,Qc4dAhQd8h2sTc,-200|200,DeepStack,sethi.muskan.1 
r300f,,,,Qc7hTc8d,-100|100,sethi.muskan.1,DeepStack 
f,,,,JhJs5d3c,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,6h2d2hAs,-100|100,sethi.muskan.1,DeepStack 
r300f,,,,9d4hQdTd,-100|100,DeepStack,sethi.muskan.1 
