PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
r300c,k,r900r2700f,,Kd9dTdTs4h5c7c9s,-900|900,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,Qc4c9d7hKh8c6d,-200|200,DeepStack,lesnoy.dmitry.1 
r300f,,,,Qh3dKh9d,-100|100,lesnoy.dmitry.1,DeepStack 
cr300c,r600c,r1200c,k,4cKcQs4hKd4d2d3s5d,1200|-1200,DeepStack,lesnoy.dmitry.1 
r300f,,,,4c8h4s5s,-100|100,lesnoy.dmitry.1,DeepStack 
r300f,,,,2c5dThAd,-100|100,DeepStack,lesnoy.dmitry.1 
k,k,cr200c,cr1000f,7sJd3d7h9dKs4h6s6c,-200|200,lesnoy.dmitry.1,DeepStack 
r300c,cr600c,cr1200f,,Ah3cJsJcJd2hJh9d,-600|600,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,k,6sAs4s6h3dQc4c5s5h,-750|750,lesnoy.dmitry.1,DeepStack 
r300c,cr600f,,,2s5s5hAhQh6h3h,-300|300,DeepStack,lesnoy.dmitry.1 
r200c,cr400r800f,,,Td3cAd5c2cThTs,400|-400,lesnoy.dmitry.1,DeepStack 
r300f,,,,6d2hAh3c,-100|100,DeepStack,lesnoy.dmitry.1 
k,cr200c,k,k,3d9d4s8h8cQc5d5s3s,-200|200,lesnoy.dmitry.1,DeepStack 
f,,,,8h3s6s2h,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,r750c,k,k,2h5sAsQc3h3dKsQh6h,-750|750,lesnoy.dmitry.1,DeepStack 
k,cr300f,,,Jh8d3dJc4dKc7s,-100|100,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,JdKs6hKd,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,3sJc2s2h,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,5c9sAsKs,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,k,cr600f,,4c7h7d5hTs2sJd2h,-200|200,DeepStack,lesnoy.dmitry.1 
f,,,,5cKh9c3h,50|-50,lesnoy.dmitry.1,DeepStack 
f,,,,3dTc7d2h,50|-50,DeepStack,lesnoy.dmitry.1 
r200f,,,,5s8d5c9c,-100|100,lesnoy.dmitry.1,DeepStack 
r300c,cr750c,k,k,As5hKhTsQcAc7dTcKs,-750|750,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,r1500f,,ThQs7cTd6sQd6c2d,600|-600,lesnoy.dmitry.1,DeepStack 
f,,,,5h2s5d9c,50|-50,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,AhTs7cAs,300|-300,lesnoy.dmitry.1,DeepStack 
r300c,k,cr750c,cr1875r3750c,Kc5s8s8c5cJdQcAc2c,3750|-3750,DeepStack,lesnoy.dmitry.1 
r300c,r750r1500f,,,6h6s8c5dJs7h4d,-750|750,lesnoy.dmitry.1,DeepStack 
r300f,,,,Qh6sAs6h,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,8s3c4h6c,-100|100,lesnoy.dmitry.1,DeepStack 
r300r900c,k,k,k,As8s9d7dAh3sKc7c8d,900|-900,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,7c7d4s6h,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,8c5hAh7h,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,cr400c,r800r2400f,,Tc2dJd6cTdQdQc8d,-800|800,lesnoy.dmitry.1,DeepStack 
r300f,,,,6h2hKh9c,-100|100,DeepStack,lesnoy.dmitry.1 
k,cr200c,k,r500r20000f,Qc4d5cJh9c3cKs7sAc,-500|500,lesnoy.dmitry.1,DeepStack 
k,r200f,,,8hTs7h5s8d2c3s,100|-100,DeepStack,lesnoy.dmitry.1 
k,k,r250f,,6d5h4sJd7s5d9cKh,100|-100,lesnoy.dmitry.1,DeepStack 
r200r600c,k,k,k,TcAc5d6hQs7h9s3s9h,600|-600,DeepStack,lesnoy.dmitry.1 
r200c,k,r600c,r1800c,7d8c6sJc5d9c6dAs6c,1800|-1800,lesnoy.dmitry.1,DeepStack 
k,cr300f,,,3d4s7s3sKd7dTh,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,Ks6c2s8c,50|-50,lesnoy.dmitry.1,DeepStack 
r300r900f,,,,Qh9h6dKh,300|-300,DeepStack,lesnoy.dmitry.1 
r300f,,,,4hQcJh8c,-100|100,lesnoy.dmitry.1,DeepStack 
r300c,cr750c,cr1875c,k,3cQc4s6sTd6dQhJc3d,1875|-1875,DeepStack,lesnoy.dmitry.1 
r200c,cr400c,cr1200f,,9cKd7s5c6d6c2c4s,-400|400,lesnoy.dmitry.1,DeepStack 
cr300c,cr750c,cr1875f,,3d3s7s6h6sKhKd4c,-750|750,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,cr1500f,8d6sAcTsKhQd8h3dJd,-750|750,lesnoy.dmitry.1,DeepStack 
r200c,k,r400c,r800c,4c7hQsJh7d8s7sKsKd,800|-800,DeepStack,lesnoy.dmitry.1 
r300c,cr900f,,,4sKcQsTs6hAh8s,-300|300,lesnoy.dmitry.1,DeepStack 
f,,,,3d7d5s8h,50|-50,DeepStack,lesnoy.dmitry.1 
k,k,r250f,,6s8d8c4hKh3d3c6d,100|-100,lesnoy.dmitry.1,DeepStack 
f,,,,5dAdTd5s,50|-50,DeepStack,lesnoy.dmitry.1 
k,cr200c,r300r900f,,Ac8s8c5d3h2s2d2h,-300|300,lesnoy.dmitry.1,DeepStack 
r250f,,,,Qs2dKs9s,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,Ah9c7s3h,50|-50,lesnoy.dmitry.1,DeepStack 
k,cr300f,,,5h3sTs2sJhQcAd,-100|100,DeepStack,lesnoy.dmitry.1 
r300r900r1800c,k,k,cr5400f,AdQsJsJd9cTc6h9dTd,-1800|1800,lesnoy.dmitry.1,DeepStack 
k,cr300c,cr600f,,Qs8d4d6d6sJdThTc,-300|300,DeepStack,lesnoy.dmitry.1 
r300c,r750f,,,Kh8d2d6d5h8s8h,300|-300,lesnoy.dmitry.1,DeepStack 
f,,,,Kh4c6s2c,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,k,k,5dAh9sKd2c6hTsAsJd,600|-600,lesnoy.dmitry.1,DeepStack 
r200c,k,cr500f,,Ks2hKh8sAh7sTs9c,-200|200,DeepStack,lesnoy.dmitry.1 
f,,,,4hQh2d9c,50|-50,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,4c9c9s7sTc7dQs,-200|200,DeepStack,lesnoy.dmitry.1 
r300c,cr900c,cr2700f,,KsJhTh4h9d8sQc3c,-900|900,lesnoy.dmitry.1,DeepStack 
r300f,,,,Jc4sKdJd,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,3h7cKd9c,-100|100,lesnoy.dmitry.1,DeepStack 
cr300r900c,cr2700f,,,QdKcQh3s5h8cTs,-900|900,DeepStack,lesnoy.dmitry.1 
r300c,k,cr600f,,QhKs7s6s6hAc3d9s,-300|300,lesnoy.dmitry.1,DeepStack 
cr300c,r600f,,,5h4s3sKcTs8s2d,300|-300,DeepStack,lesnoy.dmitry.1 
r200c,cr600f,,,4h5cJsKhQdTc7d,-200|200,lesnoy.dmitry.1,DeepStack 
f,,,,6c8c3dJs,50|-50,DeepStack,lesnoy.dmitry.1 
k,r250f,,,9d2sJc3s6d2h6h,100|-100,lesnoy.dmitry.1,DeepStack 
r200f,,,,2hTc3sQh,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr900f,,,9sQhTh9h6h7s4d,-300|300,lesnoy.dmitry.1,DeepStack 
f,,,,Qc9c2d6s,50|-50,DeepStack,lesnoy.dmitry.1 
f,,,,As4d4h2c,50|-50,lesnoy.dmitry.1,DeepStack 
r300c,r900f,,,As8dAh8h9hQdJs,300|-300,DeepStack,lesnoy.dmitry.1 
r300f,,,,6sTd3s2s,-100|100,lesnoy.dmitry.1,DeepStack 
r300f,,,,2s4hJsJh,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,4d8h2s9h,50|-50,lesnoy.dmitry.1,DeepStack 
r300r900c,k,k,k,TsKs9h4hThQs8dQd4d,900|-900,DeepStack,lesnoy.dmitry.1 
k,cr300c,cr600r900f,,7cAc4s8c9s9h3d5c,600|-600,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,k,r1000r2000f,4sQc3hAh3dQsTc9c3s,-1000|1000,DeepStack,lesnoy.dmitry.1 
f,,,,4d4s2d9s,50|-50,lesnoy.dmitry.1,DeepStack 
f,,,,8c9s8d2h,50|-50,DeepStack,lesnoy.dmitry.1 
f,,,,Ah7c2h7d,50|-50,lesnoy.dmitry.1,DeepStack 
r200f,,,,2s4h3cQs,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,Th7h9s3c,50|-50,lesnoy.dmitry.1,DeepStack 
r200c,k,cr500f,,2d6d8sQh9c7h4sJc,-200|200,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,k,5s3h7s4s4d3s9dKh2c,-750|750,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,5cQs8d9cJc3sTc,-200|200,DeepStack,lesnoy.dmitry.1 
cr300c,r750r1500r20000c,,,8dAdQcTsQd7dTh6hAs,-20000|20000,lesnoy.dmitry.1,DeepStack 
f,,,,Js5hTc4d,50|-50,DeepStack,lesnoy.dmitry.1 
r200r600f,,,,QdAh2h9h,200|-200,lesnoy.dmitry.1,DeepStack 
r300c,cr900c,k,k,As6d5d6hJs9sKs7h4c,900|-900,DeepStack,lesnoy.dmitry.1 
k,r300f,,,5c6hAh8d2sKs6s,100|-100,lesnoy.dmitry.1,DeepStack 
r300c,cr900c,cr2700r5400f,,Kd7s9hJd7hKhQcAd,2700|-2700,DeepStack,lesnoy.dmitry.1 
r300c,r900r2700f,,,Td4dAs2h5hKd4c,-900|900,lesnoy.dmitry.1,DeepStack 
r200c,k,cr600c,k,5h8d2c6cKc8hKd7c6s,600|-600,DeepStack,lesnoy.dmitry.1 
k,cr300f,,,5h9cTdQcTc2c3h,-100|100,lesnoy.dmitry.1,DeepStack 
r300c,k,cr750c,k,Ks7d2sAs7s6cKc3s8h,750|-750,DeepStack,lesnoy.dmitry.1 
r300f,,,,3sQh9c9h,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,cr600c,cr1800c,cr5400f,3h6sKs4c2d3d5hAc7c,-1800|1800,DeepStack,lesnoy.dmitry.1 
f,,,,KhTd5h2s,50|-50,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,3d6sQc6dKs9sKd,-200|200,DeepStack,lesnoy.dmitry.1 
r300c,cr900f,,,5s9s5hJh4cQhKh,-300|300,lesnoy.dmitry.1,DeepStack 
cr300c,r900r2700f,,,TsJh6cQd4d8c5h,-900|900,DeepStack,lesnoy.dmitry.1 
cr300c,r900f,,,As6d2d5d6s8h5s,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,2h9d2sAd,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,r500f,,,3h5c5sKcAh4d4c,200|-200,lesnoy.dmitry.1,DeepStack 
r300f,,,,5dJs6sAh,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,8c3dKd5h,-100|100,lesnoy.dmitry.1,DeepStack 
r300c,cr900f,,,2c5cJd9cJs6dKd,-300|300,DeepStack,lesnoy.dmitry.1 
r300f,,,,2cTh4d6d,-100|100,lesnoy.dmitry.1,DeepStack 
r300f,,,,9s5h4s2s,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr900f,,,6dQhKdKcJc3hTc,-300|300,lesnoy.dmitry.1,DeepStack 
r200c,cr500r1000f,,,Qs6dKc5s6c6sTd,500|-500,DeepStack,lesnoy.dmitry.1 
r200r600f,,,,8dQdTd6c,200|-200,lesnoy.dmitry.1,DeepStack 
k,cr300c,cr900c,cr2250f,4dKcQdAsAc6cQc3hKh,-900|900,DeepStack,lesnoy.dmitry.1 
cr300f,,,,Kc7c4cJd,100|-100,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,k,k,Qh2s2h5d3sTsQsTdKh,500|-500,DeepStack,lesnoy.dmitry.1 
r200c,k,r600r1800c,cr5400f,Qd5c8dJc3h9d4sQs6h,-1800|1800,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200c,cr3000f,,8h6hJc7cKsJd6c9d,-1200|1200,DeepStack,lesnoy.dmitry.1 
k,r250c,cr500c,k,5h6cAsQs4hAh4c2sTd,-500|500,lesnoy.dmitry.1,DeepStack 
r300r900c,cr2250c,k,r6750f,TdJdJsTh9sAcQs6h4d,2250|-2250,DeepStack,lesnoy.dmitry.1 
cr300f,,,,7dAhQd3c,100|-100,lesnoy.dmitry.1,DeepStack 
r300r900c,r1800f,,,QhThJh9s5h2sKh,900|-900,DeepStack,lesnoy.dmitry.1 
k,k,r250c,k,5sJs7dQsAsKhJhTh6h,-250|250,lesnoy.dmitry.1,DeepStack 
r300r900r2700f,,,,5hAh7sAd,-900|900,DeepStack,lesnoy.dmitry.1 
r300c,cr600r1800c,r4500f,,QsTd4h8hQh2d8c3d,1800|-1800,lesnoy.dmitry.1,DeepStack 
f,,,,3hJc9h4d,50|-50,DeepStack,lesnoy.dmitry.1 
r200r600f,,,,4cAh7sJh,200|-200,lesnoy.dmitry.1,DeepStack 
cr300c,r600r1500f,,,Ah5c6c9h9c8c5d,-600|600,DeepStack,lesnoy.dmitry.1 
k,r300c,cr900f,,2c7cKh4d2d6s3hAh,-300|300,lesnoy.dmitry.1,DeepStack 
r200r600c,k,k,k,Kd7d6c4sAh8c9hKcTh,600|-600,DeepStack,lesnoy.dmitry.1 
f,,,,Jd2d7s3h,50|-50,lesnoy.dmitry.1,DeepStack 
r300c,k,cr900c,k,Ad9c7c8sKc3hQdAh2h,900|-900,DeepStack,lesnoy.dmitry.1 
r300c,cr900f,,,Ah3s4d3hQs7h6d,-300|300,lesnoy.dmitry.1,DeepStack 
r200c,k,cr600c,k,Th8sAsAd9s8c8d2c9h,600|-600,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,cr2250c,8s6h9dAsQd8hAhAc2d,-2250|2250,lesnoy.dmitry.1,DeepStack 
k,cr300f,,,2s9d7sQd6c8hAs,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,Jh5cAd7s,-100|100,lesnoy.dmitry.1,DeepStack 
r300r900r2700c,k,k,r5400c,Ah9hJsAs4cTcAdQc3s,-5400|5400,DeepStack,lesnoy.dmitry.1 
r200c,r500c,r1250f,,8sAdKd5hTsTc7cTd,500|-500,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,Kc4s6h5dJhAc2s,-200|200,DeepStack,lesnoy.dmitry.1 
r300c,k,k,cr600f,3dJh8sQc2dKd9hQh5d,-300|300,lesnoy.dmitry.1,DeepStack 
f,,,,AsTs3c9h,50|-50,DeepStack,lesnoy.dmitry.1 
cr300c,r900f,,,7dTdQc3dTc2d7c,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,5hJd8dAs,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,cr1200f,,Tc9dKcQh4c2dKd4d,-600|600,lesnoy.dmitry.1,DeepStack 
r300f,,,,9s6dJhAc,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,r900c,k,k,Qd4h9c6h5h8hJh2h7c,-900|900,lesnoy.dmitry.1,DeepStack 
k,k,r200f,,7d4hQd7s4d2c3hJs,100|-100,DeepStack,lesnoy.dmitry.1 
k,r250c,r625c,k,7s4cAh9cTcTd4sAdQh,-625|625,lesnoy.dmitry.1,DeepStack 
f,,,,ThKhTs3h,50|-50,DeepStack,lesnoy.dmitry.1 
k,r300f,,,Ts2s4sTh5h5cKs,100|-100,lesnoy.dmitry.1,DeepStack 
r300f,,,,4hJc2cAh,-100|100,DeepStack,lesnoy.dmitry.1 
cr300c,r900c,r2700c,r8100f,5cQcQd8d6cQs7hAc2c,2700|-2700,lesnoy.dmitry.1,DeepStack 
r200c,cr400c,k,k,Js3c7cJd3dTdAsTsQh,400|-400,DeepStack,lesnoy.dmitry.1 
k,r250c,r625f,,4s6h8hAd6sTdTh3d,250|-250,lesnoy.dmitry.1,DeepStack 
r200f,,,,7d2s8s6c,-100|100,DeepStack,lesnoy.dmitry.1 
cr300c,cr900c,k,cr20000f,KcJh7hQh4dQs8h2c3c,-900|900,lesnoy.dmitry.1,DeepStack 
f,,,,Qc6c2c3s,50|-50,DeepStack,lesnoy.dmitry.1 
r300r900c,k,k,cr2700c,Ac7dAd9sQs3s6d9c3c,-2700|2700,lesnoy.dmitry.1,DeepStack 
r300c,cr900c,k,r1800c,KsTc6s7cTh6c4h9c3c,1800|-1800,DeepStack,lesnoy.dmitry.1 
k,r300f,,,5c7d2hQc3d9c5h,100|-100,lesnoy.dmitry.1,DeepStack 
r300c,k,r600f,,Qh5hJhTc5d4cKs3h,300|-300,DeepStack,lesnoy.dmitry.1 
k,k,k,k,Js2h2cQd7hKh5d8sAc,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,6d3cJd4h,50|-50,DeepStack,lesnoy.dmitry.1 
k,r250c,k,k,6h2d6cKs7c2c7sJcQs,250|-250,lesnoy.dmitry.1,DeepStack 
r300f,,,,7dThKcTc,-100|100,DeepStack,lesnoy.dmitry.1 
cr300c,k,cr600c,k,Ah9s8h3hJc8d2s6sTd,-600|600,lesnoy.dmitry.1,DeepStack 
r300c,cr900f,,,As5h9sTdQc6d7h,-300|300,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,k,Tc7d3cAdAh5sTh4c9h,-750|750,lesnoy.dmitry.1,DeepStack 
r300c,cr750c,k,k,6c7dAc8h5h2d6d3s9c,750|-750,DeepStack,lesnoy.dmitry.1 
r200c,cr400c,cr800f,,9d6c4s4c5dJh4d4h,-400|400,lesnoy.dmitry.1,DeepStack 
r300c,k,r600r900c,k,JhQc7hKc9hQh8sTh8h,900|-900,DeepStack,lesnoy.dmitry.1 
cr300f,,,,5h6h4h9c,100|-100,lesnoy.dmitry.1,DeepStack 
r500r1500c,r4500c,r9000f,,JhAcKd2dKcAs7cQs,4500|-4500,DeepStack,lesnoy.dmitry.1 
cr300c,r900f,,,Tc8c8s2sJdTh5s,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,3d7s7d6d,-100|100,DeepStack,lesnoy.dmitry.1 
cr300r900r2700c,r8100f,,,QdQhQsKh3c3h9d,2700|-2700,lesnoy.dmitry.1,DeepStack 
k,k,cr250f,,Jc2d4c3d6sAs7h7d,-100|100,DeepStack,lesnoy.dmitry.1 
r200r600r1800c,cr3600f,,,JdKsTs9s4d8sQc,-1800|1800,lesnoy.dmitry.1,DeepStack 
f,,,,Ks5sTs4c,50|-50,DeepStack,lesnoy.dmitry.1 
cr300f,,,,9c7c2sQd,100|-100,lesnoy.dmitry.1,DeepStack 
k,cr300f,,,Kc5s8sAhQh9h2h,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,8d7h3d2c,50|-50,lesnoy.dmitry.1,DeepStack 
r500f,,,,3dJd9dQc,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr600r1800c,r5400c,r20000c,7sQc8d9s2hKd8s8h5c,-20000|20000,lesnoy.dmitry.1,DeepStack 
r300c,cr900f,,,3c8c7h3hAdJhKh,-300|300,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,Kc5d5s7cTc2h7d,-200|200,DeepStack,lesnoy.dmitry.1 
r300f,,,,Td7s9hTc,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,cr300f,,,2d4d2s8s6sKs8d,-200|200,DeepStack,lesnoy.dmitry.1 
r200r400c,k,r1000f,,Kh8d7h7cThJd6d2d,400|-400,lesnoy.dmitry.1,DeepStack 
r200c,k,cr500f,,4d6hKcJsAdAhAc5d,-200|200,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,TsTcKh2s,300|-300,lesnoy.dmitry.1,DeepStack 
r200c,cr400c,cr1200c,cr3000c,JhKd6s5cQcKhTh8c3d,3000|-3000,DeepStack,lesnoy.dmitry.1 
r200c,cr600r1800f,,,4s3s9dKh8s5sTc,600|-600,lesnoy.dmitry.1,DeepStack 
r200c,k,cr500c,r1000c,6h8c9sQd9dAs7d4h5c,1000|-1000,DeepStack,lesnoy.dmitry.1 
r300f,,,,4sQd3dAs,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,cr1250c,k,Ah3c6cTd3h2s9h8s9d,1250|-1250,DeepStack,lesnoy.dmitry.1 
r200f,,,,3s8cAh4h,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,5s8hKhKcQc9s2c,-200|200,DeepStack,lesnoy.dmitry.1 
r200c,r400c,r800c,r4000c,8hJs7s9d7h7cQd2s5s,-4000|4000,lesnoy.dmitry.1,DeepStack 
r200r600c,cr1500f,,,5c5s2hQh8hKhAd,-600|600,DeepStack,lesnoy.dmitry.1 
k,cr200c,r500c,cr1500r4500f,Qc8sJs3dKsTh7sAs9c,1500|-1500,lesnoy.dmitry.1,DeepStack 
f,,,,5hAd2c4d,50|-50,DeepStack,lesnoy.dmitry.1 
f,,,,QhTd8d3c,50|-50,lesnoy.dmitry.1,DeepStack 
r200c,cr300c,r600f,,5cQh4hQsAh6d5h5d,300|-300,DeepStack,lesnoy.dmitry.1 
k,k,r250f,,Kc6d3sThKd7c6c8c,100|-100,lesnoy.dmitry.1,DeepStack 
r200c,cr300c,r900c,cr2250f,6s3s4cTsTcJd2s5s9d,-900|900,DeepStack,lesnoy.dmitry.1 
k,cr200f,,,8cJd9c8s4s7hQh,-100|100,lesnoy.dmitry.1,DeepStack 
r200f,,,,Th3s7cJc,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,Kd2dKsJh,-100|100,lesnoy.dmitry.1,DeepStack 
k,cr250c,k,r500f,8dQs2h5d9c2sJsKc6s,250|-250,DeepStack,lesnoy.dmitry.1 
f,,,,8c9c2s4c,50|-50,lesnoy.dmitry.1,DeepStack 
k,r300r500c,k,r1000r1500c,2sKc5s6hAd5hJcKs6s,-1500|1500,DeepStack,lesnoy.dmitry.1 
cr200c,r500c,r1250c,r3125c,JsTs2sKcKh2dAdAs4c,-3125|3125,lesnoy.dmitry.1,DeepStack 
r200c,r600r1000f,,,3dKcThQdJhQc4c,-600|600,DeepStack,lesnoy.dmitry.1 
k,k,r300c,r750c,9c2h5sAhAs8cJh7d3s,-750|750,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,k,r1000r2500c,5sJdKd9cJc7h3c7s2d,2500|-2500,DeepStack,lesnoy.dmitry.1 
cr200r400c,r1200f,,,As4c9hKd5s7c4s,400|-400,lesnoy.dmitry.1,DeepStack 
r200c,cr300c,cr750c,k,9cKhQh4dJc3dKdAc6h,750|-750,DeepStack,lesnoy.dmitry.1 
r300f,,,,Th5c7cQd,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,cr300c,cr600c,k,Tc6c2h6h8cJcAc7cKd,600|-600,DeepStack,lesnoy.dmitry.1 
r300f,,,,6h8dTdTh,-100|100,lesnoy.dmitry.1,DeepStack 
r200r600c,r1800c,r5400c,k,JhTsKsQdTc3sJs6hJd,5400|-5400,DeepStack,lesnoy.dmitry.1 
cr200c,r300f,,,AdAhTs5cQdAs9c,200|-200,lesnoy.dmitry.1,DeepStack 
f,,,,7cJd6s2h,50|-50,DeepStack,lesnoy.dmitry.1 
cr200r600r1800c,r4500c,k,k,AsTc2s2h5cQhQs8d6s,-4500|4500,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200r1800f,,,2d2h3c6d5h4d7d,-1200|1200,DeepStack,lesnoy.dmitry.1 
k,k,r250f,,5c6dAh2cTcQh8cTd,100|-100,lesnoy.dmitry.1,DeepStack 
r200c,cr300f,,,6h4c2hAh8dKhQc,-200|200,DeepStack,lesnoy.dmitry.1 
r300f,,,,5dQcTsJh,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,cr300r600f,,,TdQh2c6h3s9hJd,300|-300,DeepStack,lesnoy.dmitry.1 
r200f,,,,2s7d6cQh,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,cr1250f,,5dKh4dAs5c4cAh7s,-500|500,DeepStack,lesnoy.dmitry.1 
r200f,,,,4d8hTh9h,-100|100,lesnoy.dmitry.1,DeepStack 
r200f,,,,3s8h5s2d,-100|100,DeepStack,lesnoy.dmitry.1 
r200r500c,r1250c,r3750f,,Js3s4cTc4dKs6h6s,1250|-1250,lesnoy.dmitry.1,DeepStack 
r200c,cr300c,k,r600f,7c6d7h9h5dQs2h3c4d,300|-300,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,5s7s9s7d,300|-300,lesnoy.dmitry.1,DeepStack 
r200c,cr300f,,,5h7cJcJh9h3h2s,-200|200,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,r1800f,,5c8c9d6s5s2sAdJh,600|-600,lesnoy.dmitry.1,DeepStack 
r200c,k,r400r1200f,,Ac3d6sJsKd9h8c3h,-400|400,DeepStack,lesnoy.dmitry.1 
r200r500c,r1000f,,,9dKd8d9cKs3h7d,500|-500,lesnoy.dmitry.1,DeepStack 
r200c,cr600f,,,Qs3sJd7c8c6h5c,-200|200,DeepStack,lesnoy.dmitry.1 
r300r500c,r1500c,r4500f,,JcTd2hAc2c3s8h9s,1500|-1500,lesnoy.dmitry.1,DeepStack 
r200c,k,r400r1200f,,4h3sKc8hQs3cTh2c,-400|400,DeepStack,lesnoy.dmitry.1 
k,k,cr300f,,Ah5hTs4c8d2cJc6c,-100|100,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200c,r2400f,,Qd8dKdTd9h6hQcAc,1200|-1200,DeepStack,lesnoy.dmitry.1 
k,r200f,,,4s7h8dJd6cAc3h,100|-100,lesnoy.dmitry.1,DeepStack 
r200f,,,,4dTc9dAh,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,Qc9s2h3d,50|-50,lesnoy.dmitry.1,DeepStack 
f,,,,3d4d2hJc,50|-50,DeepStack,lesnoy.dmitry.1 
r300f,,,,4c6s7s4s,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,cr400c,cr500c,cr2500f,2hQh6hAdQcJcTsKh6c,-500|500,DeepStack,lesnoy.dmitry.1 
r300r750c,r2250f,,,5d6d4d4h8d9dAs,750|-750,lesnoy.dmitry.1,DeepStack 
r200c,r400f,,,9hKs9sJh7s4sQh,200|-200,DeepStack,lesnoy.dmitry.1 
cr500f,,,,4h4d7cJd,100|-100,lesnoy.dmitry.1,DeepStack 
r200r400r2000f,,,,3c4sTcAh,-400|400,DeepStack,lesnoy.dmitry.1 
cr300c,r750r1500c,k,k,JdKs9h6c9sAdTc2cJs,1500|-1500,lesnoy.dmitry.1,DeepStack 
r200c,r400r600c,k,r1200f,6sTd4c4s8s9dAhQc7c,600|-600,DeepStack,lesnoy.dmitry.1 
k,k,cr200r600f,,4hTcAd7hJcTdTs7d,200|-200,lesnoy.dmitry.1,DeepStack 
r200c,cr300c,k,r600r1800r5400f,Qh5hKc6h3hAdJd2h8h,1800|-1800,DeepStack,lesnoy.dmitry.1 
r300r1500f,,,,3s3dJh3h,300|-300,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200c,k,cr3600r10800c,3c3sKhKd2h6hAd7dAc,-10800|10800,DeepStack,lesnoy.dmitry.1 
k,r200f,,,8d5cJs2c7d5sAd,100|-100,lesnoy.dmitry.1,DeepStack 
r200c,k,k,k,6cThKd8c4h7hJcJd5h,-200|200,DeepStack,lesnoy.dmitry.1 
f,,,,Kh4c3d9s,50|-50,lesnoy.dmitry.1,DeepStack 
r200f,,,,2h5s9d4s,-100|100,DeepStack,lesnoy.dmitry.1 
